100 100
42 20 2
42 38 5
42 67 1
42 72 1
42 73 8
42 90 1
42 92 7
43 3 6
43 20 3
43 41 3
43 44 2
43 52 8
43 65 9
43 67 6
43 76 1
43 82 7
43 91 3
44 3 2
44 4 3
44 13 9
44 18 6
44 19 2
44 41 9
44 62 3
44 73 1
44 95 9
44 99 1
45 12 1
45 17 4
45 32 4
45 33 7
45 38 4
45 40 8
45 60 3
45 73 7
45 86 4
45 93 7
46 15 9
46 20 6
46 41 8
46 48 4
46 62 6
46 82 6
47 5 1
47 11 5
47 19 9
47 22 4
47 27 3
47 35 1
47 39 7
47 48 4
47 51 5
47 70 7
47 75 4
47 79 7
47 95 9
48 0 7
48 12 1
48 17 7
48 23 5
48 34 9
48 38 8
48 47 6
48 50 4
48 51 3
48 63 7
48 84 6
48 86 3
48 90 7
48 96 8
49 7 1
49 41 3
49 75 2
49 88 9
49 90 6
49 91 9
49 93 1
50 5 6
50 12 4
50 26 5
50 31 4
50 43 3
50 47 3
50 52 3
50 61 5
50 70 8
51 5 7
51 9 1
51 19 6
51 26 2
51 30 9
51 37 9
51 39 1
51 60 2
51 94 9
52 27 6
52 42 1
52 49 6
52 50 4
52 54 1
52 57 1
52 62 4
52 67 2
52 82 6
52 92 8
52 98 8
53 28 6
53 40 6
53 49 9
53 77 8
53 78 8
53 98 3
54 32 9
54 36 4
54 51 9
54 59 1
54 65 8
54 72 5
54 97 9
55 1 4
55 7 2
55 14 4
55 15 5
55 23 4
55 32 4
55 34 2
55 51 2
55 65 3
55 66 4
55 73 6
55 79 3
55 99 5
56 7 4
56 9 4
56 12 1
56 20 4
56 23 5
56 26 4
56 28 9
56 29 4
56 35 4
56 40 4
56 63 1
56 70 8
56 88 7
56 97 7
57 24 6
57 25 6
57 56 3
57 85 3
58 0 5
58 25 5
58 27 1
58 35 1
58 54 9
58 61 3
58 70 5
58 71 2
59 4 5
59 14 8
59 16 5
59 39 3
59 42 2
59 50 3
59 52 9
59 54 4
59 60 6
59 66 7
59 75 5
59 80 1
59 86 2
59 87 4
59 99 4
60 14 7
60 16 4
60 19 3
60 21 9
60 29 6
60 32 6
60 35 3
60 49 5
60 67 3
60 70 1
60 75 1
60 78 5
60 91 5
60 98 7
61 7 4
61 21 4
61 37 7
61 47 6
61 50 9
61 76 1
61 81 9
62 13 4
62 14 3
62 21 4
62 26 3
62 32 3
62 46 4
62 52 3
62 61 8
62 65 9
62 67 6
62 88 3
62 90 5
62 94 3
63 14 6
63 16 2
63 42 9
63 67 1
63 71 2
63 73 6
63 82 3
63 86 4
63 89 3
63 93 4
64 16 6
64 19 8
64 28 4
64 30 5
64 60 6
64 64 4
64 85 3
64 87 9
64 90 2
64 96 2
65 3 9
65 7 8
65 9 7
65 21 9
65 25 3
65 34 9
65 45 2
65 51 1
65 52 6
65 58 1
65 72 5
65 83 5
65 93 1
66 4 3
66 8 5
66 13 1
66 22 8
66 29 3
66 36 5
66 41 9
66 48 5
66 50 8
66 54 1
66 61 2
66 88 1
66 90 5
66 93 6
67 18 9
67 23 7
67 27 7
67 28 5
67 38 9
67 57 7
67 60 6
67 64 8
67 67 7
67 70 4
67 79 1
68 0 5
68 1 6
68 11 3
68 22 2
68 37 2
68 38 3
68 39 5
68 47 2
68 48 1
68 64 6
68 70 4
68 72 2
68 73 2
68 88 7
68 89 7
68 97 7
69 9 5
69 10 4
69 16 4
69 17 6
69 21 5
69 23 7
69 24 9
69 26 2
69 74 9
69 92 2
69 95 1
70 7 8
70 29 3
70 33 1
70 36 9
70 55 1
70 58 8
71 9 3
71 10 3
71 16 8
71 34 4
71 36 4
71 41 7
71 70 5
71 73 6
71 82 1
72 14 6
72 53 7
72 60 8
72 76 8
72 82 6
72 84 8
72 87 2
72 90 8
72 95 2
72 98 7
73 9 2
73 26 2
73 28 7
73 32 9
73 44 3
73 57 4
73 68 8
73 70 5
73 73 4
73 84 8
74 2 1
74 6 3
74 16 6
74 24 2
74 48 7
74 61 5
74 68 9
74 70 8
74 87 6
74 99 8
75 1 9
75 4 1
75 65 4
75 66 7
75 76 5
76 5 7
76 6 1
76 7 3
76 15 3
76 16 6
76 31 8
76 43 7
76 49 9
76 61 1
76 75 3
76 86 7
77 2 4
77 7 5
77 9 8
77 10 2
77 11 6
77 23 2
77 44 1
77 51 4
77 57 4
77 67 2
77 70 7
77 88 3
77 89 8
77 90 9
77 93 6
78 7 8
78 14 7
78 17 2
78 25 9
78 26 6
78 57 6
78 68 3
78 70 1
78 73 6
78 82 6
78 85 1
78 93 5
78 98 6
79 18 4
79 30 7
79 60 2
79 61 5
79 63 3
79 66 8
79 89 1
79 94 4
80 14 8
80 36 9
80 39 2
80 40 5
80 46 2
80 64 9
80 72 4
80 74 4
80 90 1
80 97 7
81 2 6
81 8 3
81 12 6
81 31 2
81 55 8
81 82 1
81 94 7
82 2 7
82 9 8
82 16 1
82 19 1
82 24 2
82 30 4
82 31 2
82 37 8
82 39 4
82 44 8
82 72 4
82 79 8
83 14 3
83 22 2
83 32 3
83 36 6
83 37 1
83 46 5
83 59 5
83 65 9
83 67 5
83 69 1
83 78 3
83 85 5
83 91 5
83 95 7
83 97 6
84 12 4
84 33 9
84 61 2
84 64 9
84 69 1
84 71 7
84 76 8
84 81 1
84 83 4
84 99 3
85 30 7
85 34 6
85 39 3
85 45 7
85 52 1
85 53 8
85 57 8
85 76 6
85 77 9
85 87 9
86 16 7
86 21 1
86 31 7
86 32 7
86 37 6
86 52 8
86 59 6
86 76 6
86 78 7
86 83 7
86 90 8
86 91 3
86 92 5
87 1 3
87 7 2
87 18 7
87 36 2
87 43 1
87 44 5
87 47 6
87 49 2
87 66 2
87 68 1
87 71 9
87 75 1
87 80 8
87 87 3
87 93 3
88 10 2
88 22 4
88 26 4
88 30 8
88 43 4
88 63 8
88 95 9
89 33 9
89 60 9
89 62 3
89 70 2
89 94 6
90 11 5
90 12 2
90 39 7
90 57 8
90 60 8
90 85 1
90 88 6
90 98 8
90 99 7
91 2 8
91 8 1
91 18 9
91 25 5
91 27 4
91 42 7
91 49 9
91 64 4
91 73 5
91 78 7
91 79 6
91 82 7
91 84 9
91 85 6
91 86 4
91 87 8
91 90 9
91 94 7
92 0 3
92 13 8
92 17 5
92 31 6
92 66 5
92 76 1
92 79 6
92 82 2
92 83 5
92 92 1
92 97 6
92 99 7
93 0 5
93 7 8
93 28 2
93 32 8
93 41 5
93 46 7
93 51 3
93 67 2
93 69 3
93 91 4
94 0 9
94 16 4
94 24 4
94 34 1
94 36 2
94 58 6
94 64 8
94 65 1
94 67 1
94 76 7
95 15 7
95 25 8
95 48 6
95 56 7
95 78 5
95 79 4
95 82 9
95 93 5
95 96 8
96 0 8
96 13 3
96 18 6
96 19 7
96 29 2
96 31 4
96 32 1
96 34 4
96 36 6
96 41 5
96 42 9
96 43 3
96 45 4
96 64 5
96 65 6
96 70 4
96 80 4
96 86 2
96 91 4
96 92 6
96 96 2
97 4 7
97 9 4
97 28 2
97 38 6
97 74 4
97 75 2
97 86 8
98 1 5
98 7 9
98 10 6
98 11 8
98 18 7
98 20 2
98 26 6
98 45 2
98 91 9
98 95 8
98 98 4
99 0 5
99 11 1
99 21 8
99 27 9
99 46 9
99 51 9
99 66 6
99 81 7
99 83 6
99 86 1
