200 300
19 154 3
19 158 8
19 159 7
19 165 5
19 170 9
19 202 6
19 222 5
19 233 5
19 250 6
19 266 9
19 271 9
19 272 1
19 275 1
19 283 3
19 293 1
20 0 9
20 4 2
20 16 1
20 18 2
20 29 5
20 44 3
20 49 4
20 53 7
20 68 1
20 75 1
20 99 2
20 104 7
20 117 2
20 130 6
20 133 6
20 136 5
20 140 6
20 154 3
20 193 9
20 209 5
20 211 5
20 216 5
20 229 3
20 251 4
20 256 1
20 264 4
20 275 1
20 285 3
20 299 3
21 1 4
21 12 1
21 59 1
21 61 3
21 62 7
21 63 6
21 71 6
21 97 7
21 103 7
21 104 9
21 106 2
21 108 5
21 109 3
21 112 3
21 116 8
21 126 3
21 129 5
21 133 9
21 138 6
21 147 6
21 151 2
21 152 3
21 153 4
21 164 9
21 165 6
21 169 8
21 189 3
21 191 7
21 220 2
21 239 9
21 245 7
21 264 6
21 273 8
21 274 4
21 277 6
21 283 4
21 289 2
21 291 7
21 292 7
22 17 3
22 19 7
22 34 8
22 35 6
22 39 5
22 60 3
22 69 9
22 73 5
22 85 9
22 94 1
22 101 7
22 126 7
22 132 4
22 139 7
22 148 2
22 161 1
22 174 1
22 177 7
22 180 3
22 186 4
22 187 8
22 194 1
22 226 5
22 238 7
22 252 9
22 256 6
22 258 7
22 265 1
22 267 8
22 271 4
22 276 9
22 277 5
23 23 1
23 25 7
23 31 6
23 84 8
23 86 5
23 88 8
23 91 6
23 153 1
23 159 2
23 160 8
23 165 2
23 167 9
23 173 1
23 181 8
23 182 7
23 201 9
23 206 6
23 217 3
23 222 5
23 238 9
23 246 7
23 249 4
23 258 7
23 260 7
23 262 9
23 276 6
23 282 1
23 296 3
23 297 6
24 7 4
24 8 7
24 26 8
24 31 9
24 36 6
24 38 6
24 40 5
24 66 8
24 67 5
24 71 3
24 78 8
24 85 1
24 88 6
24 94 9
24 97 6
24 99 2
24 146 2
24 156 1
24 169 9
24 182 8
24 210 7
24 211 9
24 241 7
24 243 6
24 247 7
24 256 5
24 268 5
24 269 2
24 297 8
25 2 3
25 5 5
25 19 9
25 24 3
25 33 4
25 39 1
25 41 1
25 45 4
25 46 5
25 50 1
25 63 3
25 71 6
25 100 6
25 103 2
25 105 5
25 107 2
25 118 2
25 125 8
25 151 5
25 153 3
25 164 3
25 173 2
25 180 5
25 191 2
25 196 2
25 202 3
25 206 5
25 209 7
25 217 6
25 231 4
25 235 7
25 239 4
25 241 8
25 243 9
25 252 2
25 263 5
25 269 8
25 274 5
25 276 5
26 0 6
26 10 3
26 14 1
26 16 7
26 23 3
26 30 7
26 32 8
26 44 3
26 69 7
26 71 5
26 76 7
26 81 4
26 83 3
26 86 2
26 98 9
26 110 4
26 111 6
26 128 2
26 129 6
26 145 9
26 152 4
26 156 2
26 168 1
26 178 3
26 200 6
26 211 8
26 230 6
26 232 9
26 239 8
26 242 1
26 249 4
26 254 8
26 274 4
26 283 5
26 298 7
26 299 2
27 6 1
27 9 1
27 10 6
27 18 9
27 22 5
27 29 1
27 30 6
27 42 2
27 45 4
27 51 4
27 67 7
27 85 3
27 100 9
27 110 6
27 112 1
27 119 8
27 125 7
27 145 1
27 163 2
27 186 8
27 188 2
27 218 9
27 219 3
27 267 8
27 276 3
27 278 4
27 287 8
27 289 8
27 296 8
28 0 7
28 3 1
28 27 6
28 46 5
28 57 2
28 62 1
28 64 4
28 75 3
28 82 3
28 83 5
28 97 4
28 110 6
28 126 2
28 129 9
28 140 4
28 144 2
28 147 7
28 149 2
28 155 7
28 157 5
28 178 4
28 243 3
28 255 3
28 273 4
28 278 1
28 288 5
28 292 7
28 299 8
29 6 2
29 26 4
29 38 2
29 40 3
29 46 7
29 51 6
29 60 2
29 78 4
29 85 1
29 92 9
29 94 4
29 105 9
29 106 6
29 112 7
29 114 9
29 115 1
29 123 9
29 134 7
29 138 8
29 140 9
29 158 5
29 162 7
29 177 3
29 190 9
29 193 6
29 197 8
29 199 9
29 206 1
29 214 6
29 234 3
29 237 5
29 240 7
29 241 7
29 282 7
29 290 1
29 291 9
30 8 4
30 9 2
30 26 1
30 30 5
30 37 5
30 52 9
30 54 2
30 66 3
30 76 2
30 84 5
30 88 1
30 89 8
30 99 5
30 106 6
30 115 4
30 121 2
30 122 1
30 123 7
30 136 5
30 137 4
30 144 6
30 156 6
30 176 8
30 184 2
30 189 8
30 207 6
30 225 7
30 227 9
30 228 7
30 236 9
30 239 8
30 251 9
30 259 2
30 269 2
30 276 2
30 290 2
31 8 8
31 25 4
31 28 3
31 39 7
31 42 1
31 46 5
31 47 1
31 63 4
31 71 8
31 73 8
31 121 6
31 123 2
31 128 1
31 131 1
31 134 8
31 142 6
31 159 1
31 168 1
31 185 2
31 187 8
31 188 6
31 192 8
31 208 9
31 229 7
31 233 8
31 237 4
31 245 3
31 270 6
31 271 8
31 279 1
31 284 5
32 3 2
32 21 5
32 41 3
32 42 3
32 43 8
32 44 3
32 49 5
32 59 7
32 80 3
32 90 2
32 96 1
32 106 4
32 109 9
32 110 5
32 124 7
32 132 6
32 138 6
32 145 1
32 159 7
32 164 3
32 167 3
32 178 5
32 179 4
32 194 3
32 197 8
32 199 1
32 201 9
32 205 7
32 207 5
32 211 3
32 216 3
32 223 2
32 225 3
32 232 5
32 238 3
32 243 5
32 252 3
32 259 6
32 263 4
32 267 1
32 286 1
32 292 2
32 296 3
32 297 2
33 0 3
33 11 7
33 20 5
33 29 6
33 55 3
33 64 4
33 71 8
33 76 5
33 78 9
33 79 7
33 80 4
33 82 1
33 83 3
33 92 5
33 96 4
33 99 8
33 100 8
33 101 1
33 104 7
33 129 5
33 133 4
33 175 2
33 181 3
33 186 4
33 195 7
33 210 6
33 215 6
33 217 1
33 219 2
33 230 8
33 245 4
33 260 1
33 266 4
33 284 4
33 285 4
34 2 9
34 17 2
34 36 7
34 37 1
34 69 9
34 105 8
34 114 3
34 116 7
34 143 3
34 146 5
34 150 6
34 164 3
34 173 3
34 183 6
34 188 1
34 194 7
34 207 8
34 211 1
34 227 6
34 239 6
34 252 9
34 262 2
34 268 1
34 283 2
34 299 6
35 0 3
35 14 4
35 20 1
35 29 2
35 35 3
35 82 1
35 92 3
35 94 5
35 97 7
35 100 1
35 103 9
35 108 2
35 109 2
35 111 9
35 112 1
35 113 3
35 124 8
35 131 8
35 143 6
35 168 6
35 171 3
35 175 6
35 197 2
35 198 7
35 207 5
35 209 4
35 218 3
35 234 1
35 235 6
35 251 3
35 267 9
35 282 9
35 295 5
35 298 5
36 22 9
36 26 5
36 27 9
36 35 2
36 42 1
36 45 7
36 46 6
36 50 7
36 65 3
36 67 5
36 80 1
36 117 5
36 130 4
36 136 4
36 152 4
36 155 7
36 167 1
36 169 3
36 170 3
36 172 5
36 178 9
36 181 5
36 196 3
36 198 9
36 216 5
36 240 3
36 249 1
36 254 4
36 255 7
36 268 6
36 272 7
36 279 5
36 286 8
36 294 8
37 22 6
37 25 4
37 42 4
37 43 5
37 62 9
37 84 2
37 93 7
37 95 3
37 100 7
37 105 6
37 106 4
37 114 4
37 123 5
37 125 4
37 138 7
37 169 9
37 182 6
37 198 4
37 199 3
37 200 2
37 225 3
37 226 6
37 236 5
37 244 9
37 252 7
37 261 7
37 263 4
37 269 1
37 278 2
37 299 2
38 1 2
38 15 8
38 18 3
38 20 1
38 21 2
38 38 7
38 50 4
38 58 4
38 61 5
38 62 6
38 69 9
38 78 4
38 86 9
38 91 7
38 108 1
38 113 5
38 122 3
38 127 1
38 130 5
38 142 3
38 147 5
38 150 9
38 154 7
38 171 5
38 174 4
38 182 9
38 190 1
38 239 6
38 259 8
38 269 4
38 275 5
38 287 2
38 294 3
38 295 2
39 3 3
39 5 8
39 10 9
39 12 7
39 14 1
39 19 5
39 23 2
39 33 3
39 47 7
39 51 1
39 59 5
39 74 1
39 75 6
39 80 2
39 108 1
39 110 3
39 127 5
39 134 9
39 159 2
39 188 4
39 190 6
39 196 7
39 200 7
39 206 7
39 220 9
39 224 2
39 228 2
39 231 2
39 236 7
39 241 1
39 245 3
39 248 1
39 273 2
39 282 3
39 286 3
39 288 4
39 296 1
40 1 9
40 2 6
40 16 8
40 39 5
40 41 7
40 46 2
40 83 5
40 86 7
40 105 5
40 107 6
40 108 4
40 112 6
40 144 2
40 146 3
40 160 6
40 164 4
40 182 7
40 202 5
40 245 8
40 249 5
40 256 2
40 273 5
40 282 8
40 287 7
40 289 8
40 293 6
41 15 9
41 17 2
41 19 8
41 28 4
41 36 7
41 47 8
41 57 5
41 60 5
41 65 9
41 78 4
41 79 5
41 104 5
41 106 8
41 114 4
41 124 7
41 131 1
41 132 5
41 147 3
41 151 4
41 152 4
41 163 9
41 169 3
41 173 7
41 179 9
41 197 4
41 212 3
41 228 5
41 239 5
41 241 6
41 242 5
41 248 6
41 250 6
41 267 9
41 271 1
41 279 9
41 283 2
41 286 4
41 288 8
41 297 4
42 0 4
42 1 2
42 21 5
42 23 4
42 42 8
42 52 3
42 59 4
42 63 8
42 71 1
42 85 2
42 101 4
42 106 1
42 109 5
42 111 5
42 112 2
42 140 3
42 141 1
42 147 2
42 157 4
42 165 2
42 171 5
42 178 3
42 185 4
42 187 7
42 193 6
42 197 1
42 203 5
42 204 7
42 207 2
42 208 9
42 225 3
42 227 1
42 230 2
42 231 5
42 232 2
42 234 6
42 254 9
42 281 6
42 283 1
42 288 2
42 291 8
43 1 3
43 7 6
43 10 2
43 18 4
43 22 4
43 26 9
43 33 6
43 43 3
43 47 7
43 53 8
43 63 1
43 73 2
43 88 5
43 152 8
43 162 9
43 175 7
43 178 1
43 183 3
43 187 1
43 192 3
43 193 7
43 228 5
43 231 1
43 235 8
43 248 2
43 253 4
43 258 1
43 268 4
43 276 9
43 293 4
43 294 7
43 296 5
44 3 3
44 12 6
44 47 9
44 52 4
44 58 9
44 62 2
44 71 7
44 93 3
44 112 4
44 118 9
44 123 1
44 142 4
44 143 5
44 148 8
44 159 4
44 160 3
44 163 2
44 165 8
44 185 1
44 188 1
44 214 7
44 224 2
44 228 2
44 229 8
44 230 7
44 232 6
44 244 1
44 246 6
44 265 7
44 267 8
44 268 2
44 275 3
44 279 2
44 297 9
45 16 9
45 25 2
45 26 5
45 36 7
45 50 1
45 66 3
45 80 4
45 84 8
45 103 9
45 106 7
45 118 5
45 124 5
45 131 3
45 139 2
45 155 9
45 160 7
45 161 9
45 167 4
45 174 1
45 177 6
45 178 2
45 181 5
45 195 1
45 204 1
45 212 8
45 222 6
45 228 5
45 234 5
45 235 2
45 237 3
45 252 6
45 268 8
45 281 7
45 287 2
45 289 7
45 297 1
46 6 5
46 9 5
46 13 7
46 17 1
46 20 3
46 31 7
46 36 4
46 53 9
46 58 4
46 62 2
46 71 6
46 75 6
46 94 5
46 105 1
46 112 9
46 124 9
46 144 5
46 175 3
46 197 9
46 211 4
46 238 6
46 246 5
46 250 4
46 251 2
46 256 5
46 259 4
46 272 7
46 295 1
47 2 5
47 10 9
47 14 5
47 19 6
47 29 9
47 30 7
47 46 1
47 68 9
47 70 1
47 77 8
47 81 7
47 88 3
47 91 3
47 94 9
47 97 4
47 109 4
47 112 6
47 138 3
47 145 6
47 153 1
47 160 3
47 164 7
47 198 3
47 199 1
47 200 1
47 201 3
47 221 6
47 223 2
47 234 1
47 241 1
47 249 5
47 262 3
47 269 4
47 275 2
47 276 9
47 284 5
48 0 2
48 10 9
48 18 2
48 28 1
48 43 8
48 63 5
48 79 2
48 85 8
48 87 6
48 113 5
48 115 3
48 140 5
48 147 3
48 149 7
48 157 8
48 183 7
48 199 3
48 209 1
48 211 1
48 234 7
48 240 6
48 253 3
48 259 6
48 261 1
48 274 6
48 276 3
48 281 7
48 285 5
48 289 8
49 3 8
49 12 2
49 21 9
49 22 2
49 23 2
49 27 9
49 34 2
49 45 4
49 49 6
49 78 9
49 80 3
49 87 7
49 93 2
49 96 3
49 129 8
49 134 6
49 139 1
49 161 6
49 171 1
49 189 3
49 192 1
49 193 9
49 226 1
49 237 9
49 238 5
49 249 3
49 251 4
49 253 7
49 260 7
49 268 5
49 296 5
50 20 1
50 28 3
50 32 2
50 33 6
50 40 8
50 47 1
50 50 3
50 53 2
50 69 5
50 74 6
50 77 5
50 81 4
50 90 3
50 94 2
50 104 2
50 108 9
50 112 1
50 140 9
50 143 7
50 149 5
50 166 4
50 168 3
50 182 7
50 183 7
50 186 3
50 193 5
50 198 4
50 200 1
50 204 3
50 206 2
50 223 5
50 225 6
50 238 5
50 246 5
50 254 3
50 256 1
50 265 3
50 272 5
50 281 3
50 285 2
51 0 9
51 3 7
51 9 2
51 15 3
51 19 5
51 23 3
51 26 7
51 27 7
51 35 6
51 79 8
51 85 1
51 88 6
51 107 9
51 110 6
51 117 5
51 131 4
51 159 8
51 163 3
51 164 3
51 165 3
51 176 4
51 180 4
51 183 6
51 193 9
51 201 6
51 210 8
51 223 9
51 236 2
51 237 5
51 249 2
51 250 3
51 282 6
51 283 6
51 284 6
52 1 1
52 17 7
52 18 9
52 39 6
52 42 3
52 45 1
52 47 1
52 49 2
52 60 6
52 71 9
52 78 9
52 94 6
52 109 1
52 121 1
52 140 6
52 145 7
52 168 4
52 175 9
52 187 9
52 204 6
52 218 4
52 238 8
52 240 8
52 246 4
52 253 7
52 260 1
52 262 2
52 271 2
52 276 7
52 285 7
53 10 9
53 18 3
53 30 7
53 32 7
53 56 6
53 62 4
53 63 2
53 72 9
53 76 4
53 103 3
53 109 3
53 128 2
53 130 9
53 133 8
53 147 1
53 149 5
53 156 4
53 193 9
53 202 1
53 212 5
53 216 8
53 217 2
53 224 4
53 225 1
53 228 5
53 232 8
53 248 5
53 261 4
53 284 8
53 295 7
54 3 7
54 7 9
54 8 5
54 13 3
54 22 8
54 40 2
54 43 3
54 52 4
54 56 7
54 65 2
54 78 2
54 95 4
54 96 8
54 159 5
54 161 5
54 170 8
54 172 9
54 181 8
54 195 5
54 196 1
54 197 6
54 209 2
54 214 5
54 217 3
54 226 5
54 228 4
54 230 2
54 231 8
54 239 1
54 259 8
54 282 3
55 4 2
55 25 9
55 27 9
55 36 5
55 39 5
55 42 2
55 45 6
55 64 2
55 92 3
55 115 4
55 127 6
55 134 9
55 150 5
55 155 7
55 157 3
55 167 3
55 179 9
55 188 8
55 193 7
55 196 7
55 198 6
55 201 4
55 206 9
55 208 1
55 213 3
55 220 5
55 221 6
55 225 9
55 237 9
55 239 1
55 252 6
55 267 1
55 269 3
55 270 1
55 276 5
55 282 4
55 297 6
56 18 1
56 20 9
56 23 7
56 26 9
56 28 7
56 45 7
56 57 5
56 64 6
56 71 9
56 86 8
56 87 7
56 108 2
56 143 7
56 144 2
56 149 6
56 151 7
56 156 9
56 161 9
56 169 8
56 174 4
56 184 4
56 185 3
56 189 5
56 198 4
56 211 1
56 215 6
56 216 1
56 221 3
56 222 4
56 225 5
56 227 5
56 241 5
56 243 5
56 263 5
56 292 7
56 293 4
57 3 3
57 5 9
57 8 5
57 9 2
57 11 7
57 21 7
57 36 8
57 40 9
57 42 2
57 43 9
57 58 9
57 68 9
57 79 1
57 99 4
57 102 5
57 112 4
57 116 4
57 133 1
57 145 4
57 151 9
57 157 3
57 170 8
57 171 2
57 172 4
57 208 3
57 228 9
57 229 2
57 246 5
57 252 9
57 259 8
57 261 3
57 269 9
57 270 7
57 280 7
57 281 1
57 299 9
58 4 5
58 20 1
58 21 3
58 37 9
58 38 7
58 51 1
58 54 9
58 56 2
58 61 7
58 67 1
58 86 6
58 93 2
58 98 2
58 112 3
58 116 3
58 121 6
58 139 4
58 141 9
58 144 8
58 164 6
58 186 3
58 196 7
58 203 2
58 213 7
58 224 3
58 228 3
58 232 8
58 238 2
58 249 5
58 253 4
58 254 1
58 266 1
58 267 8
58 283 6
58 284 2
59 4 6
59 7 2
59 10 1
59 27 9
59 34 6
59 36 7
59 56 3
59 64 2
59 79 4
59 84 8
59 89 7
59 101 7
59 102 1
59 117 4
59 122 8
59 135 5
59 158 6
59 166 5
59 205 1
59 247 5
59 270 8
59 275 1
59 276 8
59 280 9
59 281 9
59 286 2
59 287 7
59 292 5
59 297 3
60 3 3
60 21 1
60 36 2
60 37 6
60 41 5
60 52 9
60 54 6
60 55 5
60 56 9
60 58 5
60 65 1
60 72 6
60 81 4
60 94 6
60 112 1
60 120 1
60 147 5
60 153 3
60 156 5
60 170 8
60 197 6
60 201 8
60 207 4
60 230 8
60 246 5
60 247 9
60 249 7
60 251 4
60 258 7
60 264 6
60 284 9
60 296 5
61 18 7
61 24 7
61 31 9
61 37 7
61 40 6
61 46 2
61 62 9
61 84 7
61 86 1
61 87 8
61 90 6
61 100 8
61 101 3
61 107 4
61 112 4
61 133 7
61 149 7
61 154 7
61 179 1
61 200 2
61 212 4
61 213 7
61 219 1
61 238 7
61 242 5
61 256 8
61 263 4
61 266 9
61 270 1
61 277 1
62 10 2
62 20 1
62 64 3
62 69 4
62 77 6
62 87 8
62 89 8
62 94 3
62 110 7
62 129 5
62 130 1
62 132 1
62 137 5
62 141 1
62 150 6
62 155 8
62 171 9
62 188 9
62 195 6
62 212 7
62 225 6
62 227 2
62 287 1
62 297 1
63 7 5
63 23 6
63 30 1
63 35 9
63 52 7
63 54 6
63 66 8
63 89 1
63 101 7
63 105 6
63 106 7
63 127 4
63 133 1
63 142 5
63 156 9
63 158 7
63 175 2
63 176 2
63 177 5
63 200 5
63 218 8
63 219 3
63 225 5
63 249 8
63 254 9
63 256 9
63 261 6
63 264 3
63 270 2
63 277 1
64 12 5
64 17 7
64 21 2
64 24 4
64 26 2
64 27 6
64 31 6
64 52 8
64 55 2
64 95 7
64 99 5
64 109 4
64 123 1
64 130 2
64 135 6
64 140 4
64 142 7
64 146 2
64 150 3
64 152 4
64 159 2
64 178 3
64 194 7
64 199 8
64 208 8
64 213 6
64 226 6
64 231 4
64 242 4
64 244 1
64 248 9
64 252 1
64 260 7
64 282 5
64 283 3
64 292 8
65 1 2
65 12 7
65 20 3
65 25 1
65 35 4
65 36 3
65 38 5
65 40 8
65 45 8
65 46 5
65 50 3
65 51 2
65 94 2
65 95 9
65 97 7
65 112 9
65 128 5
65 140 2
65 156 2
65 163 9
65 164 8
65 172 6
65 173 2
65 185 5
65 220 3
65 227 9
65 234 5
65 249 7
65 257 9
65 270 7
65 296 8
65 299 9
66 2 4
66 7 7
66 19 8
66 35 7
66 52 2
66 58 5
66 92 8
66 96 6
66 97 2
66 158 7
66 163 1
66 164 1
66 175 2
66 177 5
66 206 7
66 216 1
66 226 5
66 232 5
66 236 2
66 249 9
66 251 5
66 253 9
66 256 8
66 259 1
66 277 6
66 280 2
66 283 8
66 290 3
67 6 8
67 21 3
67 37 2
67 39 9
67 42 7
67 46 9
67 54 8
67 62 2
67 90 6
67 91 9
67 103 9
67 128 6
67 133 4
67 134 3
67 141 1
67 163 4
67 165 4
67 186 7
67 188 1
67 190 6
67 222 9
67 240 4
67 255 2
67 270 3
67 273 1
67 275 4
67 276 3
67 286 4
67 295 3
68 6 2
68 9 1
68 11 2
68 25 2
68 32 5
68 36 1
68 54 6
68 61 3
68 62 1
68 76 5
68 80 4
68 121 7
68 126 4
68 140 3
68 148 1
68 150 3
68 166 8
68 169 9
68 180 3
68 182 8
68 196 3
68 200 7
68 205 3
68 223 1
68 225 7
68 226 3
68 247 5
68 249 7
68 250 5
68 255 3
68 263 4
68 267 1
68 274 2
68 280 1
68 292 5
68 299 4
69 4 9
69 6 7
69 12 5
69 48 4
69 56 9
69 61 6
69 67 9
69 95 6
69 99 2
69 104 6
69 132 4
69 150 3
69 157 7
69 178 2
69 215 3
69 223 6
69 233 3
69 234 4
69 236 9
69 242 9
69 247 4
69 254 3
69 274 7
69 283 6
70 0 4
70 2 5
70 14 4
70 16 9
70 19 5
70 30 8
70 49 2
70 59 1
70 60 6
70 64 7
70 65 6
70 70 4
70 72 7
70 97 9
70 108 5
70 113 5
70 124 2
70 131 8
70 139 7
70 151 5
70 155 7
70 168 5
70 172 7
70 196 3
70 199 1
70 206 6
70 219 7
70 238 4
70 243 7
70 261 3
70 270 8
70 271 5
70 275 2
70 281 3
70 284 9
70 285 8
70 291 1
71 1 1
71 3 9
71 6 6
71 7 2
71 18 9
71 27 1
71 29 7
71 33 8
71 35 5
71 42 8
71 48 2
71 54 8
71 58 3
71 61 1
71 79 1
71 80 8
71 83 6
71 86 2
71 88 5
71 98 5
71 100 4
71 106 3
71 115 5
71 140 5
71 143 7
71 144 6
71 164 9
71 168 6
71 177 9
71 179 8
71 181 2
71 191 2
71 199 1
71 208 5
71 216 1
71 220 4
71 226 1
71 230 6
71 240 2
71 246 6
71 247 6
71 254 5
71 260 9
71 271 3
71 277 9
71 297 5
72 10 8
72 21 1
72 23 6
