300 200
16 182 8
16 183 3
16 186 3
16 190 4
16 192 1
17 6 8
17 9 4
17 10 2
17 12 7
17 15 5
17 19 1
17 26 6
17 27 2
17 33 7
17 37 9
17 39 5
17 43 8
17 46 4
17 66 6
17 77 5
17 81 4
17 86 6
17 95 1
17 100 7
17 103 8
17 105 5
17 118 5
17 121 4
17 123 9
17 143 4
17 151 8
17 154 3
17 163 9
17 178 9
17 190 5
18 7 5
18 15 8
18 19 7
18 29 9
18 30 1
18 34 3
18 37 4
18 45 1
18 50 4
18 52 9
18 53 1
18 63 5
18 67 6
18 70 9
18 77 7
18 81 4
18 130 8
18 139 8
18 146 5
18 150 4
18 157 1
18 159 2
18 163 5
18 184 5
18 191 3
18 192 4
19 2 4
19 9 1
19 10 5
19 11 4
19 41 9
19 50 1
19 74 8
19 96 9
19 104 3
19 114 7
19 118 2
19 124 2
19 138 8
19 173 4
19 175 8
19 197 2
19 198 2
20 4 2
20 14 1
20 25 5
20 33 8
20 34 8
20 54 5
20 60 2
20 62 3
20 79 8
20 82 2
20 86 4
20 95 9
20 112 4
20 118 4
20 128 9
20 140 5
20 167 7
20 169 6
20 192 1
20 197 7
20 198 4
21 2 3
21 4 6
21 10 7
21 38 4
21 41 7
21 57 2
21 69 7
21 76 6
21 93 8
21 106 4
21 118 8
21 126 9
21 134 8
21 135 8
21 139 4
21 140 7
21 169 3
21 191 3
21 197 2
22 0 1
22 5 1
22 7 3
22 12 6
22 14 3
22 32 3
22 35 6
22 54 4
22 69 9
22 74 6
22 80 4
22 90 1
22 99 8
22 102 9
22 103 5
22 111 7
22 133 4
22 157 7
22 165 9
22 169 4
22 172 4
23 3 5
23 4 3
23 6 5
23 15 4
23 21 2
23 25 5
23 26 2
23 29 5
23 30 3
23 43 5
23 45 1
23 53 2
23 58 7
23 65 3
23 71 2
23 76 4
23 81 7
23 108 6
23 109 7
23 110 4
23 122 5
23 127 8
23 133 6
23 138 7
23 142 7
23 156 8
23 163 4
23 172 8
24 3 3
24 33 8
24 39 6
24 47 7
24 55 8
24 58 2
24 73 8
24 76 3
24 77 2
24 78 2
24 82 8
24 84 2
24 89 9
24 100 2
24 103 7
24 104 3
24 105 7
24 111 2
24 130 7
24 138 3
24 139 3
24 189 4
24 193 9
25 0 9
25 2 3
25 4 2
25 17 8
25 23 8
25 37 2
25 47 4
25 51 4
25 54 7
25 73 8
25 83 6
25 88 9
25 94 8
25 99 3
25 116 9
25 118 3
25 144 7
25 147 7
25 161 6
25 164 4
25 183 3
26 7 3
26 39 6
26 41 7
26 42 9
26 47 8
26 56 1
26 57 3
26 59 2
26 65 7
26 83 8
26 88 3
26 99 6
26 106 2
26 141 3
26 148 3
26 154 1
26 186 6
26 187 5
26 196 7
27 14 5
27 17 3
27 33 8
27 35 9
27 43 5
27 48 3
27 59 9
27 64 6
27 86 7
27 88 4
27 93 3
27 111 3
27 118 7
27 122 9
27 127 4
27 151 2
27 156 1
27 164 3
27 187 1
28 2 3
28 6 6
28 11 1
28 19 3
28 30 8
28 49 3
28 61 4
28 92 9
28 94 4
28 99 2
28 106 8
28 109 2
28 117 4
28 119 3
28 130 4
28 133 9
28 143 4
28 149 5
28 154 9
28 161 8
28 163 1
28 164 4
28 170 9
29 15 1
29 20 7
29 25 1
29 29 9
29 50 6
29 52 6
29 102 2
29 113 6
29 128 5
29 129 8
29 149 4
29 160 1
29 176 9
29 180 9
29 181 9
29 187 6
29 192 4
30 1 4
30 15 6
30 27 3
30 31 6
30 52 9
30 55 9
30 67 8
30 79 2
30 93 8
30 94 6
30 109 5
30 113 6
30 124 3
30 138 1
30 145 4
30 149 5
30 178 2
30 182 2
30 187 2
30 194 2
30 197 4
31 11 5
31 28 2
31 41 9
31 44 1
31 46 1
31 49 7
31 58 8
31 62 4
31 71 9
31 78 8
31 81 3
31 91 7
31 101 5
31 109 2
31 112 9
31 127 3
31 162 4
31 168 2
31 169 7
31 194 2
31 196 6
32 2 3
32 3 2
32 4 6
32 7 6
32 11 2
32 31 5
32 39 9
32 42 5
32 47 5
32 61 9
32 64 1
32 66 6
32 88 2
32 89 6
32 104 6
32 118 4
32 125 2
32 128 6
32 137 9
32 143 8
32 147 1
32 149 3
32 151 9
32 162 9
32 170 7
32 172 7
32 185 3
33 6 3
33 10 5
33 21 2
33 24 3
33 48 9
33 54 3
33 59 3
33 67 1
33 81 5
33 85 2
33 94 5
33 117 8
33 125 9
33 129 5
33 132 3
33 140 9
33 142 2
33 152 5
33 156 8
33 165 1
33 178 2
33 182 7
33 190 3
34 8 4
34 13 7
34 22 3
34 35 2
34 37 3
34 40 2
34 41 5
34 44 7
34 49 1
34 57 9
34 61 2
34 68 6
34 74 7
34 79 3
34 93 8
34 94 4
34 95 6
34 134 9
34 176 8
34 190 3
34 195 2
35 5 5
35 13 3
35 30 2
35 31 9
35 33 7
35 48 2
35 53 8
35 107 6
35 132 5
35 137 4
35 154 3
35 157 3
35 170 6
35 175 9
35 179 8
35 180 7
35 185 9
35 186 1
35 187 1
35 194 4
36 2 7
36 5 3
36 10 6
36 12 6
36 13 1
36 28 9
36 33 5
36 38 1
36 71 7
36 80 1
36 88 4
36 97 5
36 103 7
36 105 3
36 124 2
36 128 8
36 131 7
36 132 6
36 140 6
36 148 6
36 168 7
36 171 4
36 172 2
36 183 9
36 185 3
36 187 5
36 188 2
36 192 8
37 1 3
37 5 5
37 6 7
37 7 6
37 23 3
37 30 7
37 33 3
37 35 4
37 39 9
37 40 6
37 41 2
37 55 9
37 75 5
37 78 2
37 99 4
37 101 5
37 108 8
37 117 3
37 134 8
37 146 2
37 186 3
38 11 9
38 12 6
38 18 6
38 24 2
38 69 2
38 81 2
38 95 8
38 96 4
38 115 5
38 117 6
38 118 8
38 149 4
38 151 2
38 152 6
38 154 2
38 164 9
38 169 6
38 184 6
38 185 5
38 189 4
39 1 1
39 20 7
39 26 3
39 29 6
39 32 9
39 48 4
39 56 3
39 58 1
39 60 8
39 64 4
39 78 1
39 83 2
39 97 6
39 102 5
39 105 7
39 117 5
39 124 9
39 133 8
39 136 9
39 141 4
39 167 6
39 189 3
40 8 8
40 19 5
40 23 6
40 24 5
40 32 4
40 35 6
40 40 9
40 41 7
40 61 5
40 63 6
40 68 1
40 82 5
40 97 7
40 102 5
40 115 1
40 117 1
40 118 5
40 121 1
40 132 8
40 141 8
40 148 4
40 150 3
40 153 8
40 163 3
41 0 2
41 34 5
41 39 3
41 40 3
41 42 5
41 45 6
41 49 6
41 61 1
41 63 7
41 68 4
41 76 2
41 98 2
41 101 6
41 107 7
41 117 2
41 123 5
41 134 7
41 153 6
41 162 9
41 165 3
41 169 6
41 170 7
41 175 1
41 184 9
41 190 3
41 193 3
42 11 1
42 19 1
42 21 7
42 67 9
42 77 4
42 78 8
42 82 3
42 93 5
42 99 6
42 103 4
42 104 7
42 140 7
42 146 4
42 152 7
42 163 5
42 172 8
42 182 1
42 198 2
43 26 6
43 36 4
43 40 2
43 44 7
43 72 2
43 105 4
43 111 1
43 151 9
43 170 3
43 175 5
43 177 4
43 179 2
44 4 2
44 9 4
44 31 2
44 41 9
44 50 1
44 51 8
44 61 1
44 65 5
44 68 6
44 70 7
44 78 3
44 85 7
44 110 6
44 122 8
44 132 5
44 134 9
44 139 8
44 165 9
44 176 6
44 177 1
44 188 4
44 198 8
45 8 9
45 10 5
45 32 1
45 43 1
45 51 1
45 87 1
45 98 3
45 126 2
45 139 1
45 184 9
45 194 9
46 1 8
46 3 2
46 4 1
46 7 2
46 15 1
46 29 4
46 30 1
46 40 6
46 44 1
46 53 7
46 63 1
46 66 5
46 73 2
46 74 4
46 93 3
46 106 9
46 110 9
46 112 9
46 119 5
46 122 3
46 136 8
46 153 4
46 155 7
46 169 6
46 170 1
46 187 9
46 194 8
47 10 2
47 15 2
47 18 9
47 27 2
47 31 5
47 33 8
47 50 8
47 60 5
47 67 2
47 78 4
47 98 8
47 119 5
47 167 6
47 170 4
47 175 3
47 176 2
47 181 2
47 183 8
47 189 1
47 192 2
47 194 4
48 19 7
48 26 2
48 29 5
48 34 2
48 35 6
48 43 6
48 63 3
48 71 2
48 77 7
48 84 2
48 91 6
48 104 2
48 105 4
48 106 8
48 107 6
48 110 8
48 112 5
48 122 9
48 148 1
48 149 7
48 153 4
48 163 9
48 173 5
48 182 2
49 15 1
49 18 3
49 21 4
49 28 6
49 34 2
49 45 5
49 50 1
49 53 8
49 55 6
49 70 5
49 80 4
49 83 3
49 106 3
49 129 5
49 135 4
49 136 7
49 139 1
49 146 9
49 162 3
49 166 1
49 187 2
49 192 8
49 197 7
49 199 6
50 29 8
50 51 6
50 72 6
50 80 1
50 81 3
50 92 2
50 97 4
50 98 7
50 119 8
50 136 1
50 153 7
50 155 7
50 159 4
50 166 3
50 188 4
50 194 7
51 28 2
51 60 8
51 62 1
51 69 9
51 82 8
51 97 4
51 98 6
51 115 4
51 122 7
51 158 1
51 161 6
51 167 6
51 177 6
51 178 1
51 188 4
51 193 4
52 11 2
52 15 5
52 17 4
52 21 2
52 26 3
52 35 8
52 55 2
52 65 3
52 79 1
52 85 4
52 89 4
52 97 1
52 100 9
52 118 4
52 124 8
52 126 9
52 130 2
52 131 5
52 138 5
52 143 9
52 151 1
52 154 3
52 156 5
52 157 5
52 160 9
52 174 7
52 184 2
52 185 2
53 10 7
53 20 5
53 32 1
53 36 2
53 39 9
53 45 5
53 46 7
53 47 9
53 48 1
53 60 2
53 78 7
53 79 4
53 82 6
53 102 4
53 109 4
53 115 2
53 118 8
53 131 4
53 143 4
53 163 4
53 167 3
53 186 6
53 197 4
54 31 4
54 35 1
54 63 6
54 71 5
54 72 3
54 74 7
54 81 3
54 84 6
54 99 7
54 115 8
54 121 4
54 125 4
54 151 1
54 155 5
54 164 3
54 166 3
54 168 2
54 174 5
54 176 1
54 183 4
54 184 4
54 199 2
55 0 1
55 2 8
55 22 7
55 24 6
55 30 6
55 32 7
55 34 7
55 55 1
55 64 4
55 73 3
55 76 6
55 77 7
55 80 7
55 82 4
55 102 8
55 114 8
55 127 8
55 147 1
55 156 4
55 158 8
55 159 1
55 162 1
55 165 9
55 172 7
55 197 2
56 6 7
56 25 7
56 31 1
56 39 8
56 56 4
56 66 7
56 72 8
56 92 6
56 112 4
56 114 4
56 135 4
56 137 4
56 139 7
56 144 2
56 153 2
56 166 7
56 172 4
56 177 7
56 180 8
56 186 7
56 197 8
57 15 9
57 18 7
57 39 1
57 58 9
57 67 8
57 69 6
57 80 6
57 98 2
57 104 9
57 108 6
57 113 4
57 134 5
57 141 1
57 150 2
57 154 8
57 167 1
57 172 1
57 186 2
57 192 3
57 196 8
58 14 2
58 48 8
58 59 6
58 75 5
58 82 5
58 87 4
58 92 5
58 99 8
58 115 8
58 122 6
58 126 2
58 147 7
58 149 6
58 159 7
58 165 5
58 173 9
59 1 2
59 5 4
59 38 5
59 52 2
59 61 4
59 71 9
59 74 9
59 84 9
59 86 9
59 94 7
59 95 1
59 103 3
59 116 5
59 125 7
59 126 3
59 127 3
59 128 4
59 139 5
59 183 7
60 2 8
60 10 5
60 16 3
60 34 5
60 43 4
60 72 5
60 76 8
60 79 8
60 85 6
60 86 6
60 87 4
60 90 3
60 99 9
60 106 9
60 107 9
60 112 6
60 121 8
60 123 8
60 129 7
60 140 4
60 143 8
60 144 3
60 147 5
60 153 9
60 177 1
61 1 7
61 9 3
61 13 5
61 16 5
61 17 7
61 31 2
61 36 8
61 39 3
61 41 3
61 52 1
61 54 9
61 74 3
61 76 1
61 103 7
61 130 3
61 135 7
61 140 8
61 143 8
61 144 5
61 147 5
61 153 1
61 155 9
62 3 1
62 4 3
62 11 2
62 13 3
62 24 9
62 30 4
62 44 3
62 48 8
62 79 6
62 82 4
62 93 1
62 118 8
62 124 3
62 129 3
62 132 5
62 147 7
62 160 6
62 166 6
62 172 2
62 178 4
62 184 1
62 196 6
62 198 5
63 7 3
63 18 3
63 31 8
63 39 6
63 40 3
63 48 8
63 49 1
63 50 2
63 51 4
63 74 1
63 80 6
63 91 3
63 97 8
63 136 5
63 140 5
63 145 4
63 162 7
63 164 4
63 166 3
63 170 7
63 179 5
63 183 1
63 185 4
63 191 4
63 192 5
63 196 1
64 3 5
64 28 2
64 34 3
64 42 5
64 53 8
64 56 4
64 71 5
64 77 1
64 99 7
64 100 2
64 101 9
64 115 1
64 118 5
64 145 5
64 164 9
64 167 7
64 196 1
65 0 4
65 5 3
65 22 2
65 37 6
65 41 3
65 52 9
65 53 5
65 57 6
65 76 3
65 88 1
65 90 4
65 100 4
65 114 9
65 124 6
65 133 1
65 137 5
65 141 6
65 148 2
65 153 4
65 163 9
65 165 8
65 168 1
65 170 9
65 173 3
65 174 1
65 175 4
65 180 7
65 191 9
65 196 8
66 12 2
66 13 7
66 26 1
66 34 9
66 42 5
66 53 2
66 55 6
66 59 7
66 71 3
66 81 1
66 86 3
66 88 3
66 99 6
66 103 9
66 112 5
66 129 1
66 141 2
66 146 2
66 173 8
66 178 8
66 181 5
67 12 8
67 23 8
67 36 6
67 38 2
67 54 1
67 59 7
67 73 9
67 74 8
67 78 7
67 79 8
67 88 1
67 92 9
67 105 9
67 111 1
67 112 5
67 122 4
67 125 8
67 129 3
67 149 6
67 157 9
67 180 4
67 190 4
67 197 4
67 199 2
68 8 7
68 19 9
68 26 5
68 27 3
68 33 3
68 34 2
68 39 9
68 40 1
68 70 8
68 76 9
68 86 2
68 89 7
68 90 6
68 91 6
68 92 8
68 105 1
68 125 3
68 137 3
68 140 6
68 141 8
68 146 2
68 159 1
68 173 4
68 175 6
68 186 8
69 3 8
69 7 3
69 10 2
69 16 8
69 34 7
69 58 8
69 69 8
69 73 2
69 74 7
69 78 2
69 104 1
69 114 3
69 116 9
69 118 1
69 120 9
69 133 2
69 135 7
69 137 5
69 139 7
69 157 4
69 166 5
69 167 8
69 169 4
69 178 1
69 181 5
69 188 4
70 0 9
70 16 8
70 21 9
70 54 7
70 75 7
70 99 4
70 114 7
70 115 2
70 118 5
70 125 5
70 136 8
70 137 7
70 160 9
70 162 5
70 174 4
70 186 4
70 194 9
70 195 6
70 199 7
71 6 4
71 10 1
71 15 5
71 19 2
71 27 3
71 34 4
71 39 7
71 54 5
71 66 9
71 70 1
71 80 2
71 91 5
71 105 1
71 107 2
71 119 2
71 127 1
71 138 8
71 139 5
71 166 3
71 167 6
71 169 5
71 190 9
71 194 5
72 2 4
72 4 3
72 14 6
72 27 4
72 28 9
72 33 7
72 41 5
72 43 5
72 45 7
72 47 8
72 56 8
72 75 5
72 87 8
72 91 6
72 92 9
72 99 6
72 102 7
72 111 2
72 114 1
72 117 2
72 120 6
72 124 2
72 137 4
72 144 6
72 164 2
72 172 8
72 180 1
72 184 2
72 190 2
72 192 2
73 13 2
73 42 9
73 51 2
73 62 2
73 68 6
73 70 9
73 90 8
73 97 9
73 98 2
73 99 6
73 104 9
73 114 5
73 115 5
73 123 4
73 157 1
73 173 4
73 175 1
73 180 2
74 4 8
74 13 9
74 14 8
74 22 3
74 38 1
74 40 2
74 47 1
74 56 3
74 59 6
74 69 3
74 85 3
74 104 9
74 109 8
74 125 8
74 136 4
74 138 7
74 140 8
74 148 9
74 155 9
74 156 1
74 167 7
75 1 6
75 19 8
75 33 8
75 35 1
75 36 9
75 37 5
75 39 9
75 42 7
75 45 9
75 58 8
75 61 7
75 70 8
75 86 6
75 95 1
75 107 7
75 134 4
75 144 7
75 146 1
75 155 3
75 156 5
75 165 3
75 182 2
75 184 6
75 186 2
76 9 7
76 13 7
76 34 9
76 45 8
76 54 1
76 57 2
76 82 2
76 97 2
76 101 5
76 112 8
76 122 4
76 127 5
76 131 1
76 132 7
76 151 9
76 167 5
76 182 9
76 184 9
76 185 2
76 191 6
77 3 7
77 6 1
77 37 5
77 55 2
77 73 6
77 91 6
77 99 3
77 111 6
77 122 2
77 127 4
77 128 4
77 133 6
77 136 1
77 145 2
77 160 2
77 161 3
77 169 8
77 176 4
77 194 9
78 10 1
78 24 4
78 36 9
78 73 6
78 89 3
78 96 9
78 127 2
78 137 8
78 138 8
78 143 8
78 167 8
78 169 9
78 172 5
78 186 9
79 5 9
79 10 2
79 12 5
79 23 9
79 24 9
79 25 9
79 48 2
79 50 1
79 67 1
79 72 6
79 74 6
79 80 4
79 93 2
79 112 3
79 113 4
79 128 9
79 142 8
79 150 3
79 159 2
79 161 3
79 164 7
79 167 6
79 168 3
79 169 3
79 179 6
79 184 9
79 196 5
79 199 1
80 1 6
80 4 2
80 5 1
80 7 8
80 9 9
80 10 6
80 11 9
80 12 8
80 13 8
80 41 9
80 49 8
80 53 6
80 67 9
80 69 7
80 72 1
80 82 6
80 97 5
80 111 8
80 126 3
80 132 6
80 185 9
80 186 6
80 191 2
81 16 5
81 19 1
81 20 9
81 32 6
81 37 8
81 56 5
81 64 5
81 67 1
81 73 1
81 90 9
81 96 4
81 99 7
81 112 2
81 118 4
81 127 4
81 160 2
81 162 8
81 163 6
81 171 4
81 177 1
81 181 6
81 189 7
81 191 4
82 3 9
82 32 5
82 60 8
82 62 5
82 76 6
82 88 1
82 90 2
82 116 8
82 138 3
82 167 2
82 179 9
82 188 6
83 10 9
83 41 5
83 80 4
83 86 7
83 111 2
83 117 3
83 142 2
83 152 8
83 154 2
83 158 1
83 159 3
83 164 3
83 169 7
83 185 8
84 16 3
84 33 8
84 63 4
84 66 2
84 70 7
84 73 7
84 76 6
84 101 1
84 105 7
84 125 8
84 126 1
84 130 9
84 162 6
84 182 1
84 190 6
84 196 7
85 10 1
85 29 5
85 34 1
85 41 9
85 45 4
85 52 5
85 62 6
85 69 1
85 74 5
85 75 4
85 84 2
85 88 2
85 95 7
85 104 9
85 109 7
85 111 5
85 117 4
85 127 5
85 157 5
85 169 8
85 183 1
85 184 2
86 2 8
86 17 2
86 38 6
86 62 4
86 66 1
86 78 5
86 99 7
86 120 7
86 124 6
86 138 3
86 152 3
86 160 7
86 169 7
86 171 1
86 176 1
86 184 8
86 186 7
86 187 1
86 195 8
87 9 9
87 12 9
87 38 9
87 53 1
87 68 8
87 80 3
87 87 2
87 94 7
87 100 6
87 102 1
87 103 9
87 108 7
87 118 9
87 126 8
87 130 6
87 158 6
87 166 6
87 169 2
87 171 5
87 174 3
87 175 6
87 197 6
88 25 7
88 28 1
88 29 7
88 35 7
88 47 1
88 48 7
88 88 9
88 90 3
88 92 4
88 95 4
88 115 6
88 124 4
88 132 3
88 149 6
88 153 4
88 155 4
88 157 3
88 161 4
88 163 7
88 167 7
88 181 3
88 194 1
89 12 4
89 13 2
89 19 7
89 23 3
89 40 7
89 48 3
89 68 8
89 77 9
89 91 1
89 94 8
89 143 5
89 145 8
89 151 7
89 155 1
89 173 4
89 176 2
89 179 9
89 182 1
89 191 7
89 195 7
90 9 8
90 12 6
90 44 1
90 47 3
90 66 1
90 80 2
90 85 3
90 94 8
90 99 6
90 100 4
90 101 3
90 105 5
90 123 3
90 134 5
90 160 3
90 182 1
90 186 6
90 189 6
90 197 4
91 3 1
91 4 6
91 11 6
91 12 9
91 13 3
91 17 1
91 29 4
91 40 1
91 46 1
91 71 5
91 97 7
91 102 3
91 110 8
91 113 8
91 124 5
91 126 4
91 154 7
91 177 8
91 188 3
91 189 6
91 197 2
92 3 3
92 17 6
92 21 1
92 37 9
92 49 6
92 52 4
92 56 1
92 70 4
92 76 9
92 85 1
92 88 3
92 97 8
92 107 3
92 115 2
92 132 1
92 148 1
92 149 4
92 156 4
92 173 6
92 193 8
92 196 2
93 3 4
93 15 5
93 22 4
93 30 3
93 33 2
93 37 4
93 38 3
93 45 8
93 51 2
93 55 4
93 63 6
93 78 5
93 90 2
93 110 1
93 125 3
93 128 4
93 130 5
93 134 2
93 144 3
93 149 4
93 172 4
93 189 6
93 192 2
94 2 7
94 12 5
94 21 6
94 75 9
94 118 9
94 123 8
94 137 1
94 141 3
94 152 6
94 153 3
94 155 5
94 158 1
94 172 3
94 181 2
94 184 1
94 193 2
94 197 4
95 9 7
95 10 6
95 15 1
95 26 9
95 36 5
95 51 7
95 86 5
95 104 2
95 110 2
95 112 8
95 113 2
95 116 8
95 117 9
95 126 7
95 129 2
95 133 3
95 135 4
95 138 2
95 158 1
95 166 5
95 170 7
95 184 6
95 194 4
95 198 2
96 1 5
96 4 7
96 9 1
96 16 5
96 43 4
96 59 6
96 67 6
96 71 8
96 81 2
96 87 5
96 111 4
96 118 6
96 130 8
96 158 4
96 160 9
96 163 9
96 166 6
96 177 8
96 181 1
96 187 4
96 196 9
97 3 1
97 4 8
97 5 5
97 13 8
97 45 8
97 55 1
97 67 1
97 73 3
97 77 3
97 81 1
97 120 3
97 125 8
97 131 5
97 140 6
97 146 2
97 148 5
97 161 7
97 165 1
97 185 2
97 188 5
97 195 5
97 197 4
98 6 1
98 9 2
98 34 1
98 41 8
98 51 4
98 58 7
98 91 1
98 108 9
98 118 4
98 120 6
98 125 9
98 127 4
98 143 7
98 146 4
98 148 9
98 154 3
98 168 6
98 174 5
98 192 7
98 195 1
98 199 6
99 10 3
99 16 2
99 28 8
99 29 1
99 32 9
99 37 3
99 41 2
99 58 1
99 65 1
99 75 1
99 89 3
99 92 5
99 93 2
99 96 5
99 100 8
99 118 4
99 122 3
99 155 7
99 158 5
99 160 6
99 161 2
99 194 4
100 2 6
100 22 1
100 38 2
100 39 7
100 56 8
100 60 5
100 70 1
100 79 3
100 88 4
100 99 7
100 119 1
100 131 3
100 132 6
100 140 2
100 143 3
100 153 5
100 156 9
100 159 2
100 163 3
100 165 4
100 170 5
100 172 7
100 175 6
100 182 1
100 197 5
101 5 8
101 16 5
101 36 2
101 38 4
101 55 7
101 70 4
101 72 8
101 94 2
101 134 1
101 138 7
101 143 1
101 146 5
101 149 7
101 153 8
101 171 3
101 183 9
101 194 1
102 3 4
102 18 6
102 27 8
102 29 9
102 32 3
102 41 6
102 48 7
102 49 6
102 94 5
102 109 9
102 124 8
102 128 1
102 133 6
102 140 3
102 143 3
102 149 3
102 150 2
102 154 8
102 167 7
102 172 6
102 178 2
102 180 3
103 9 3
103 21 7
103 26 6
103 39 9
103 44 5
103 53 4
103 59 5
103 79 9
103 82 8
103 84 7
103 89 6
103 105 8
103 106 7
103 107 9
103 141 1
103 142 3
103 145 5
103 146 7
103 170 7
103 195 5
103 199 5
104 5 4
104 14 5
104 27 9
104 41 7
104 42 5
104 70 8
104 80 2
104 87 2
104 107 6
104 114 3
104 120 3
104 124 9
104 128 3
104 147 5
104 155 1
104 183 8
104 189 8
105 0 7
105 1 2
105 21 6
105 31 4
105 37 5
105 39 8
105 75 7
105 81 1
105 102 9
105 106 1
105 109 2
105 119 2
105 154 9
105 155 6
105 168 2
105 178 5
105 192 5
105 196 7
106 6 6
106 23 1
106 33 4
106 37 6
106 42 6
106 44 2
106 51 1
106 52 7
106 69 5
106 72 5
106 93 2
106 105 9
106 107 2
106 115 1
106 132 9
106 142 5
106 143 4
106 145 7
106 149 6
106 160 6
106 162 7
106 170 6
106 184 5
106 186 4
106 193 2
107 20 5
107 23 2
107 35 9
107 48 1
107 61 8
107 70 7
107 79 9
107 82 7
107 88 5
107 99 1
107 112 3
107 117 7
107 120 1
107 122 4
107 124 2
107 132 2
107 133 7
107 137 7
107 141 2
107 145 9
107 156 8
107 158 3
107 159 5
107 162 2
107 163 1
107 179 4
107 194 9
