0 0
9 59 8
9 63 2
9 68 9
9 73 8
9 87 3
9 94 4
9 106 5
9 109 9
9 111 4
9 113 3
9 114 6
9 115 8
9 126 9
9 132 8
9 137 7
9 141 3
9 142 1
9 148 7
9 149 3
9 154 7
9 155 18
9 157 8
9 165 8
9 175 8
9 187 3
9 191 3
9 197 7
10 6 5
10 17 1
10 22 7
10 23 3
10 43 9
10 54 6
10 55 5
10 62 5
10 73 3
10 83 5
10 85 7
10 87 5
10 89 7
10 93 8
10 98 3
10 99 8
10 104 7
10 107 5
10 110 4
10 116 8
10 119 3
10 125 6
10 126 2
10 131 5
10 141 6
10 144 3
10 156 15
10 166 1
10 179 1
10 180 6
10 183 6
10 185 9
10 187 7
10 190 5
10 192 7
10 195 7
11 2 6
11 5 1
11 10 5
11 18 6
11 25 3
11 29 10
11 32 12
11 34 2
11 35 5
11 36 5
11 52 6
11 61 9
11 64 6
11 80 9
11 94 1
11 96 8
11 97 3
11 99 8
11 104 8
11 105 16
11 108 4
11 117 5
11 127 4
11 135 8
11 143 2
11 144 4
11 154 2
11 161 9
11 165 1
11 168 1
11 171 8
11 173 5
11 174 6
11 187 8
11 192 5
12 0 5
12 8 5
12 11 15
12 14 5
12 20 5
12 22 6
12 27 1
12 28 5
12 38 7
12 40 1
12 53 9
12 56 1
12 57 1
12 58 6
12 60 5
12 64 9
12 80 4
12 82 2
12 84 3
12 91 1
12 92 9
12 97 1
12 101 2
12 105 6
12 107 5
12 111 4
12 113 5
12 128 2
12 130 4
12 136 6
12 175 1
12 182 3
12 188 6
12 191 5
12 192 6
12 198 9
13 15 5
13 19 2
13 24 4
13 25 9
13 26 8
13 27 1
13 42 4
13 43 3
13 49 3
13 50 8
13 58 15
13 62 9
13 65 5
13 72 3
13 87 1
13 93 1
13 94 9
13 109 5
13 111 2
13 118 7
13 125 6
13 130 4
13 133 8
13 135 1
13 143 9
13 146 1
13 162 5
13 164 2
13 168 5
13 171 4
13 177 1
13 178 4
13 187 1
13 189 1
13 191 8
13 195 4
14 9 6
14 11 7
14 12 7
14 13 4
14 20 4
14 21 3
14 27 4
14 32 9
14 37 9
14 44 7
14 46 9
14 48 7
14 49 4
14 50 1
14 54 4
14 60 5
14 64 5
14 67 2
14 72 4
14 74 6
14 75 4
14 76 3
14 80 11
14 81 4
14 82 1
14 104 4
14 110 2
14 111 7
14 112 6
14 115 6
14 124 1
14 142 6
14 151 3
14 152 1
14 160 5
14 162 6
14 165 3
14 170 8
14 171 5
14 174 2
14 188 7
14 190 3
14 197 7
15 3 6
15 16 5
15 17 7
15 22 2
15 23 1
15 25 2
15 47 10
15 48 8
15 53 8
15 54 4
15 66 1
15 69 6
15 71 1
15 74 2
15 80 3
15 84 6
15 87 2
15 101 9
15 112 15
15 114 5
15 115 2
15 119 3
15 120 2
15 125 5
15 142 16
15 145 8
15 154 7
15 161 5
15 162 3
15 166 3
15 169 7
15 173 14
15 177 2
15 178 5
15 183 5
15 188 8
15 192 1
16 3 1
16 6 2
16 8 6
16 9 7
16 15 5
16 22 3
16 27 2
16 28 8
16 29 7
16 30 8
16 34 7
16 37 8
16 40 8
16 61 4
16 63 2
16 69 4
16 72 5
16 82 1
16 84 9
16 88 3
16 101 9
16 104 3
16 110 2
16 113 4
16 120 2
16 127 7
16 139 2
16 149 9
16 159 2
16 160 9
16 161 2
16 166 9
16 170 3
16 177 2
16 178 4
16 181 4
16 182 9
16 183 3
16 186 4
16 190 4
16 192 1
16 194 8
17 6 9
17 9 4
17 10 2
17 12 7
17 15 5
17 19 1
17 23 6
17 26 6
17 27 2
17 33 7
17 37 9
17 39 5
17 43 8
17 46 4
17 53 5
17 56 9
17 65 3
17 66 6
17 74 3
17 75 2
17 77 5
17 81 4
17 86 8
17 95 1
17 99 3
17 100 7
17 103 8
17 105 5
17 108 2
17 118 5
17 120 4
17 121 4
17 123 9
17 140 8
17 143 4
17 147 1
17 151 8
17 154 3
17 163 9
17 166 3
17 178 9
17 190 5
17 193 3
17 195 1
17 199 8
18 7 5
18 8 9
18 15 12
18 19 7
18 27 9
18 29 15
18 30 1
18 34 3
18 37 4
18 44 7
18 45 1
18 49 7
18 50 4
18 52 9
18 53 1
18 63 5
18 67 6
18 70 9
18 76 9
18 77 11
18 81 4
18 82 6
18 90 6
18 104 1
18 118 4
18 121 3
18 126 7
18 130 8
18 133 7
18 139 8
18 146 5
18 149 6
18 150 4
18 153 1
18 157 1
18 159 9
18 160 3
18 163 5
18 166 9
18 177 5
18 184 5
18 191 3
18 192 4
19 2 4
19 7 4
19 8 1
19 9 9
19 10 5
19 11 4
19 15 8
19 17 2
19 22 6
19 33 3
19 34 4
19 36 7
19 38 5
19 41 9
19 46 2
19 50 1
19 54 3
19 56 9
19 65 9
19 67 3
19 69 9
19 74 8
19 87 2
19 88 1
19 90 6
19 96 9
19 97 9
19 99 2
19 104 3
19 114 7
19 118 2
19 119 6
19 123 7
19 124 2
19 138 8
19 150 2
19 166 7
19 168 5
19 173 4
19 175 8
19 189 8
19 197 2
19 198 2
20 0 6
20 4 2
20 14 7
20 21 6
20 25 5
20 28 7
20 33 8
20 34 8
20 47 3
20 54 9
20 59 4
20 60 2
20 62 3
20 66 6
20 69 8
20 71 8
20 78 5
20 79 8
20 82 2
20 86 4
20 88 2
20 95 9
20 103 8
20 112 4
20 115 8
20 118 4
20 120 7
20 128 9
20 140 5
20 143 5
20 146 5
20 152 2
20 155 8
20 167 7
20 169 6
20 174 2
20 192 1
20 197 7
20 198 4
21 2 3
21 3 2
21 4 6
21 9 3
21 10 7
21 11 1
21 12 2
21 21 6
21 27 1
21 38 4
21 41 7
21 51 4
21 57 2
21 59 3
21 61 9
21 69 7
21 76 6
21 88 6
21 93 8
21 94 8
21 95 5
21 96 5
21 103 9
21 106 4
21 112 2
21 117 1
21 118 8
21 120 4
21 126 9
21 132 1
21 134 8
21 135 8
21 136 8
21 139 4
21 140 7
21 157 3
21 161 4
21 169 3
21 178 7
21 182 5
21 191 3
21 196 4
21 197 2
22 0 1
22 1 7
22 5 1
22 7 3
22 12 6
22 14 3
22 32 3
22 34 1
22 35 6
22 42 9
22 43 9
22 44 8
22 47 2
22 54 4
22 67 8
22 69 9
22 74 6
22 79 2
22 80 4
22 87 3
22 90 1
22 99 8
22 102 9
22 103 5
22 111 7
22 116 8
22 133 4
22 136 7
22 144 6
22 152 9
22 157 7
22 165 9
22 167 3
22 169 4
22 172 4
22 187 3
22 193 7
23 3 5
23 4 3
23 6 9
23 9 7
23 13 3
23 15 4
23 21 2
23 22 3
23 25 5
23 26 10
23 28 7
23 29 5
23 30 3
23 36 8
23 43 5
23 45 1
23 46 3
23 53 9
23 55 3
23 56 8
23 58 7
23 63 9
23 65 3
23 71 2
23 76 10
23 81 7
23 88 7
23 108 6
23 109 7
23 110 4
23 113 8
23 122 5
23 123 3
23 124 9
23 127 8
23 131 4
23 133 6
23 138 7
23 142 12
23 147 6
23 156 8
23 163 4
23 167 2
23 170 1
23 172 8
23 174 5
23 181 6
23 183 2
23 190 2
23 194 7
23 195 1
23 199 5
24 3 9
24 8 3
24 15 1
24 17 2
24 29 9
24 33 8
24 38 1
24 39 6
24 41 4
24 47 7
24 55 8
24 57 8
24 58 10
24 59 5
24 70 4
24 73 8
24 76 3
24 77 2
24 78 2
24 82 11
24 84 2
24 86 8
24 87 7
24 89 9
24 92 5
24 99 3
24 100 2
24 101 3
24 103 7
24 104 3
24 105 7
24 110 5
24 111 2
24 112 7
24 118 5
24 123 9
24 130 7
24 133 1
24 138 12
24 139 3
24 141 7
24 150 9
24 153 4
24 172 2
24 186 3
24 189 4
24 191 8
24 193 9
24 196 2
24 199 3
25 0 9
25 2 3
25 4 2
25 8 5
25 12 6
25 17 8
25 20 8
25 23 8
25 37 2
25 47 4
25 50 9
25 51 4
25 54 7
25 63 2
25 70 6
25 73 8
25 83 6
25 88 9
25 91 4
25 94 8
25 99 3
25 105 8
25 107 1
25 112 7
25 113 4
25 116 9
25 117 2
25 118 3
25 125 4
25 132 8
25 137 4
25 139 9
25 143 1
25 144 7
25 147 7
25 151 3
25 152 2
25 154 5
25 157 9
25 159 1
25 161 6
25 163 5
25 164 4
25 175 3
25 183 3
25 186 4
25 191 6
25 197 5
26 4 8
26 7 3
26 9 4
26 15 9
26 39 6
26 41 7
26 42 9
26 47 8
26 52 2
26 56 1
26 57 3
26 59 2
26 60 2
26 65 7
26 78 9
26 79 6
26 81 6
26 83 12
26 84 9
26 88 3
26 93 2
26 99 6
26 104 9
26 106 10
26 125 9
26 136 8
26 141 3
26 148 3
26 154 1
26 170 5
26 171 6
26 175 4
26 184 4
26 186 6
26 187 5
26 192 5
26 196 7
27 0 8
27 13 4
27 14 5
27 17 3
27 24 9
27 32 4
27 33 8
27 35 9
27 36 3
27 43 5
27 44 9
27 48 3
27 50 7
27 59 9
27 64 6
27 66 8
27 71 7
27 79 4
27 86 7
27 88 4
27 93 3
27 97 4
27 100 6
27 107 9
27 111 4
27 118 7
27 122 9
27 126 3
27 127 4
27 137 9
27 145 1
27 146 9
27 151 2
27 156 4
27 164 3
27 173 5
27 180 5
27 187 1
27 190 8
28 2 3
28 6 6
28 11 1
28 19 3
28 24 3
28 30 8
28 34 5
28 36 1
28 43 5
28 49 3
28 59 1
28 61 5
28 68 1
28 74 3
28 80 1
28 89 8
28 92 9
28 94 4
28 95 6
28 97 4
28 99 2
28 100 8
28 106 8
28 109 2
28 117 4
28 119 3
28 123 7
28 124 8
28 130 4
28 132 6
28 133 9
28 134 7
28 138 5
28 143 4
28 149 5
28 154 9
28 158 3
28 161 8
28 163 1
28 164 4
28 165 3
28 167 7
28 170 9
28 178 8
28 183 4
28 192 7
29 0 8
29 2 3
29 3 8
29 15 1
29 20 7
29 25 1
29 29 13
29 35 8
29 50 6
29 52 6
29 68 7
29 73 6
29 102 2
29 109 5
29 113 11
29 115 6
29 116 8
29 119 6
29 128 5
29 129 13
29 130 8
29 132 8
29 149 4
29 152 2
29 158 4
29 160 8
29 176 15
29 180 9
29 181 9
29 187 6
29 190 4
29 192 4
29 198 3
30 1 4
30 9 2
30 13 5
30 15 6
30 20 9
30 27 3
30 30 3
30 31 6
30 33 5
30 35 4
30 41 5
30 52 9
30 55 9
30 61 1
30 67 8
30 73 8
30 79 2
30 86 3
30 90 6
30 93 8
30 94 6
30 109 5
30 110 3
30 112 8
30 113 6
30 114 5
30 124 3
30 131 3
30 138 1
30 140 3
30 145 4
30 149 5
30 178 2
30 182 2
30 183 2
30 187 2
30 192 7
30 193 6
30 194 6
30 197 4
31 8 6
31 10 5
31 11 5
31 17 9
31 20 8
31 25 5
31 28 2
31 36 9
31 41 9
31 44 1
31 46 1
31 48 8
31 49 7
31 58 8
31 62 10
31 63 7
31 71 9
31 75 7
31 76 9
31 77 4
31 78 8
31 79 9
31 81 3
31 83 7
31 84 3
31 91 7
31 101 5
31 109 2
31 112 17
31 117 5
31 119 8
31 127 3
31 140 5
31 143 7
31 148 5
31 162 4
31 168 2
31 169 7
31 174 3
31 194 2
31 196 6
31 198 4
32 1 4
32 2 8
32 3 2
32 4 13
32 7 6
32 9 7
32 11 2
32 23 5
32 31 5
32 39 9
32 42 5
32 47 5
32 52 2
32 61 9
32 62 6
32 64 1
32 66 12
32 78 6
32 88 11
32 89 6
32 103 2
32 104 11
32 114 7
32 118 4
32 125 2
32 128 6
32 132 7
32 137 9
32 138 1
32 143 8
32 144 2
32 147 1
32 148 7
32 149 3
32 151 9
32 162 10
32 165 7
32 167 6
32 170 7
32 171 4
32 172 7
32 185 3
32 192 6
32 196 2
33 0 5
33 3 6
33 6 3
33 10 5
33 13 9
33 18 8
33 21 2
33 23 1
33 24 10
33 44 1
33 46 1
33 48 9
33 54 3
33 57 9
33 59 3
33 63 6
33 67 1
33 68 5
33 74 1
33 81 5
33 84 3
33 85 2
33 91 7
33 94 5
33 95 2
33 104 5
33 106 4
33 117 8
33 125 9
33 129 5
33 132 3
33 135 9
33 140 9
33 142 2
33 144 6
33 147 4
33 151 3
33 152 5
33 156 8
33 160 5
33 165 1
33 166 9
33 178 2
33 182 7
33 190 3
33 197 4
33 198 6
34 8 4
34 13 7
34 19 3
34 22 3
34 35 2
34 37 3
34 38 6
34 40 6
34 41 5
34 44 7
34 49 1
34 57 9
34 61 2
34 64 6
34 68 6
34 74 7
34 77 9
34 79 3
34 86 9
34 87 4
34 89 6
34 93 15
34 94 4
34 95 6
34 97 5
34 103 2
34 113 2
34 134 9
34 160 9
34 176 8
34 190 3
34 193 5
34 195 2
34 198 4
35 3 6
35 5 5
35 13 3
35 23 2
35 30 2
35 31 9
35 33 13
35 39 7
35 48 2
35 53 8
35 54 6
35 82 8
35 86 9
35 88 8
35 91 9
35 99 9
35 103 7
35 106 6
35 107 6
35 121 1
35 132 5
35 134 3
35 137 4
35 147 3
35 153 9
35 154 3
35 157 3
35 170 6
35 174 1
35 175 9
35 179 8
35 180 7
35 184 8
35 185 9
35 186 1
35 187 1
35 194 4
35 197 6
36 2 7
36 3 7
36 5 3
36 6 9
36 10 6
36 12 6
36 13 1
36 21 6
36 28 9
36 33 5
36 38 1
36 51 4
36 67 4
36 71 7
36 75 4
36 80 1
36 83 1
36 85 1
36 88 4
36 97 5
36 101 1
36 103 7
36 105 3
36 107 9
36 120 1
36 124 2
36 128 8
36 131 7
36 132 6
36 139 6
36 140 6
36 148 15
36 155 2
36 159 7
36 166 8
36 168 7
36 171 4
36 172 2
36 179 5
36 183 9
36 185 3
36 187 5
36 188 2
36 192 8
37 1 3
37 2 9
37 5 5
37 6 7
37 7 6
37 8 7
37 19 6
37 20 9
37 23 3
37 30 7
37 33 3
37 34 7
37 35 4
37 39 11
37 40 11
37 41 2
37 55 9
37 56 7
37 64 2
37 65 4
37 75 5
37 78 2
37 87 8
37 94 1
37 99 4
37 101 5
37 108 8
37 112 8
37 117 3
37 123 8
37 129 7
37 133 9
37 134 8
37 146 2
37 155 2
37 158 8
37 162 2
37 167 8
37 186 3
37 192 1
37 199 8
38 8 9
38 11 9
38 12 6
38 16 3
38 18 6
38 24 2
38 26 6
38 38 8
38 47 6
38 50 2
38 51 1
38 59 1
38 65 9
38 69 2
38 81 2
38 95 8
38 96 4
38 103 8
38 110 4
38 115 5
38 117 6
38 118 8
38 122 3
38 132 2
38 144 4
38 149 4
38 151 2
38 152 6
38 154 2
38 164 9
38 168 8
38 169 6
38 184 6
38 185 5
38 187 3
38 189 4
38 194 2
39 1 7
39 2 1
39 17 2
39 20 7
39 24 1
39 26 3
39 29 14
39 32 9
39 36 5
39 41 5
39 47 6
39 48 4
39 55 6
39 56 3
39 57 6
39 58 1
39 60 8
39 63 4
39 64 11
39 71 1
39 72 4
39 78 1
39 83 2
39 96 6
39 97 6
39 99 1
39 102 5
39 104 1
39 105 7
39 117 5
39 123 8
39 124 9
39 133 8
39 136 9
39 137 7
39 141 4
39 154 7
39 163 7
39 167 6
39 172 5
39 188 3
39 189 3
39 192 4
39 195 8
40 8 8
40 19 8
40 21 4
40 23 6
40 24 10
40 32 4
40 35 6
40 40 9
40 41 7
40 43 7
40 49 7
40 54 2
40 61 5
40 63 6
40 68 1
40 70 3
40 77 5
40 82 5
40 85 7
40 88 5
40 97 9
40 99 2
40 102 5
40 113 2
40 115 1
40 116 5
40 117 1
40 118 5
40 121 1
40 132 8
40 133 5
40 141 8
40 148 4
40 150 3
40 153 12
40 160 5
40 163 3
40 165 9
40 184 6
41 0 2
41 10 8
41 18 4
41 23 4
41 31 2
41 32 5
41 34 5
41 39 3
41 40 3
41 42 5
41 45 6
41 49 6
41 61 1
41 63 7
41 68 4
41 70 1
41 72 6
41 76 2
41 98 2
41 101 6
41 107 7
41 117 2
41 121 5
41 123 5
41 134 7
41 144 6
41 146 9
41 153 6
41 159 6
41 162 9
41 163 7
41 165 6
41 169 8
41 170 15
41 175 1
41 181 1
41 182 7
41 184 9
41 190 3
41 193 3
41 194 5
42 4 8
42 11 1
42 12 8
42 19 1
42 21 7
42 24 6
42 58 3
42 60 7
42 67 9
42 69 6
42 70 8
42 71 4
42 73 4
42 77 4
42 78 8
42 80 7
42 82 3
42 89 1
42 93 5
42 98 1
42 99 6
42 101 3
42 103 4
42 104 7
42 120 4
42 122 2
42 137 3
42 138 4
42 140 7
42 146 4
42 152 7
42 159 1
42 163 5
42 172 8
42 178 6
42 182 6
42 183 9
42 198 2
43 4 5
43 18 5
43 26 6
43 35 4
43 36 4
43 40 2
43 44 7
43 51 2
43 68 8
43 72 2
43 78 6
43 87 5
43 98 4
43 100 7
43 105 4
43 111 1
43 129 8
43 132 4
43 141 2
43 149 5
43 151 9
43 152 1
43 165 9
43 170 3
43 175 5
43 177 4
43 179 10
43 198 4
44 1 4
44 4 2
44 9 12
44 13 9
44 26 8
44 31 2
44 41 9
44 45 5
44 48 6
44 50 6
44 51 8
44 53 5
44 54 7
44 55 3
44 58 6
44 61 1
44 64 4
44 65 5
44 68 6
44 70 7
44 72 6
44 75 8
44 78 3
44 84 4
44 85 7
44 101 2
44 103 2
44 110 6
44 122 8
44 132 5
44 134 9
44 139 8
44 156 9
44 158 7
44 165 9
44 168 7
44 171 1
44 173 8
44 176 6
44 177 1
44 178 7
44 181 3
44 186 5
44 188 4
44 197 7
44 198 8
45 1 7
45 3 3
45 5 2
45 8 9
45 10 5
45 12 6
45 27 1
45 28 1
45 32 1
45 36 3
45 43 1
45 51 1
45 54 1
45 55 3
45 72 6
45 76 2
45 77 1
45 79 7
45 86 7
45 87 1
45 98 3
45 104 4
45 105 7
45 118 7
45 119 2
45 120 3
45 126 2
45 139 1
45 184 15
45 189 4
45 194 9
46 1 8
46 2 6
46 3 2
46 4 1
46 7 2
46 8 1
46 15 1
46 21 7
46 29 4
46 30 1
46 40 6
46 43 3
46 44 1
46 45 3
46 52 7
46 53 14
46 56 3
46 57 9
46 61 8
46 63 1
46 66 5
46 73 2
46 74 4
46 75 1
46 79 9
46 85 2
46 93 3
46 104 8
46 105 4
46 106 9
46 110 9
46 112 9
46 113 2
46 115 7
46 116 2
46 117 6
46 118 4
46 119 6
46 120 8
46 122 3
46 124 7
46 126 6
46 130 9
46 136 8
46 138 1
46 142 4
46 149 7
46 153 4
46 154 7
46 155 7
46 169 6
46 170 1
46 187 9
46 194 8
46 197 7
46 198 8
47 10 2
47 15 2
47 18 9
47 27 2
47 28 4
47 29 4
47 31 5
47 33 8
47 41 7
47 46 3
47 49 1
47 50 8
47 60 5
47 62 7
47 67 7
47 69 2
47 74 3
47 77 2
47 78 4
47 80 9
47 88 4
47 89 3
47 98 8
47 102 2
47 107 8
47 110 6
47 119 9
47 126 4
47 143 6
47 147 1
47 149 2
47 152 7
47 153 6
47 154 7
47 158 9
47 167 6
47 170 4
47 175 3
47 176 3
47 181 2
47 183 8
47 184 8
47 189 7
47 192 2
47 194 4
47 198 4
48 13 3
48 19 7
48 22 7
48 26 2
48 29 5
48 34 2
48 35 6
48 43 6
48 46 7
48 63 3
48 71 2
48 77 7
48 84 2
48 90 8
48 91 6
48 93 6
48 96 8
48 104 2
48 105 4
48 106 8
48 107 6
48 108 4
48 110 8
48 112 5
48 122 9
48 138 6
48 144 2
48 148 6
48 149 7
48 150 2
48 153 4
48 159 6
48 163 9
48 173 5
48 180 8
48 182 2
48 183 4
48 186 4
48 195 5
49 15 1
49 18 3
49 21 4
49 28 6
49 34 2
49 40 7
49 45 5
49 50 1
49 53 8
49 55 6
49 58 8
49 60 7
49 61 6
49 64 8
49 70 5
49 80 4
49 83 3
49 93 2
49 100 5
49 103 5
49 106 3
49 129 5
49 131 7
49 135 4
49 136 7
49 139 7
49 146 9
49 160 6
49 161 6
49 162 12
49 166 1
49 187 6
49 192 8
49 193 8
49 197 7
49 199 6
50 7 4
50 10 4
50 11 7
50 18 3
50 24 4
50 29 8
50 35 4
50 44 2
50 51 6
50 52 2
50 71 7
50 72 6
50 76 8
50 80 1
50 81 3
50 83 3
50 85 2
50 87 3
50 92 11
50 97 4
50 98 7
50 119 8
50 120 5
50 136 1
50 142 8
50 143 7
50 153 7
50 154 2
50 155 7
50 159 5
50 160 6
50 166 3
50 167 1
50 169 7
50 188 13
50 193 3
50 194 7
50 195 6
51 0 3
51 1 6
51 3 7
51 22 8
51 28 2
51 44 4
51 46 5
51 47 5
51 57 2
51 60 8
51 62 1
51 69 9
51 73 9
51 80 5
51 81 3
51 82 8
51 94 6
51 97 4
51 98 6
51 108 1
51 113 2
51 115 4
51 119 3
51 122 7
51 123 9
51 135 5
51 136 6
51 138 2
51 158 1
51 161 6
51 163 4
51 167 9
51 177 6
51 178 1
51 179 1
51 184 4
51 186 4
51 188 4
51 190 3
51 191 2
51 193 4
52 9 6
52 11 2
52 15 5
52 17 4
52 21 2
52 24 4
52 26 4
52 35 8
52 38 1
52 45 5
52 55 2
52 65 3
52 66 6
52 77 5
52 79 1
52 81 7
52 85 4
52 86 5
52 88 9
52 89 4
52 97 6
52 99 8
52 100 9
52 105 5
52 116 9
52 118 4
52 119 7
52 122 1
52 124 8
52 125 8
52 126 9
52 130 2
52 131 5
52 138 5
52 143 9
52 149 5
52 151 1
52 154 11
52 156 5
52 157 5
52 160 9
52 173 5
52 174 12
52 179 9
52 184 2
52 185 2
52 186 2
52 193 9
52 194 4
53 0 5
53 10 7
53 12 2
53 13 3
53 20 5
53 31 7
53 32 1
53 36 4
53 37 2
53 39 9
53 43 7
53 45 5
53 46 7
53 47 9
53 48 1
53 50 8
53 60 2
53 62 6
53 74 2
53 78 7
53 79 4
53 80 7
53 82 15
53 85 4
53 89 5
53 102 4
53 109 4
53 115 2
53 118 8
53 125 3
53 131 4
53 133 7
53 143 4
53 146 7
53 150 6
53 152 2
53 163 4
53 167 3
53 180 9
53 186 6
53 197 4
53 199 9
54 9 7
54 10 2
54 11 6
54 15 2
54 30 3
54 31 4
54 35 9
54 36 9
54 39 1
54 63 6
54 71 5
54 72 3
54 74 7
54 78 8
54 79 4
54 81 3
54 84 6
54 90 5
54 91 3
54 92 1
54 99 7
54 105 4
54 115 8
54 120 4
54 121 8
54 125 4
54 139 4
54 151 1
54 154 8
54 155 5
54 158 5
54 160 7
54 164 3
54 166 3
54 168 6
54 169 9
54 174 5
54 176 1
54 180 2
54 181 7
54 183 4
54 184 4
54 195 5
54 199 2
55 0 1
55 2 8
55 4 4
55 6 3
55 13 1
55 19 3
55 22 7
55 24 12
55 27 1
55 30 10
55 32 7
55 34 7
55 44 9
55 55 1
55 57 7
55 64 4
55 65 4
55 73 3
55 76 6
55 77 7
55 80 12
55 82 4
55 84 6
55 85 1
55 86 4
55 97 4
55 98 9
55 100 4
55 102 8
55 108 5
55 114 8
55 121 8
55 127 8
55 147 1
55 148 3
55 151 9
55 156 4
55 158 8
55 159 1
55 162 1
55 165 9
55 168 7
55 172 7
55 174 2
55 195 5
55 196 7
55 197 2
56 3 5
56 6 7
56 13 2
56 18 3
56 22 4
56 25 7
56 31 9
56 33 4
56 39 8
56 56 4
56 57 5
56 66 7
56 72 8
56 74 4
56 92 6
56 99 1
56 108 4
56 112 12
56 114 4
56 118 8
56 135 4
56 137 4
56 139 7
56 144 2
56 153 2
56 158 1
56 161 3
56 164 2
56 166 7
56 172 4
56 177 7
56 180 8
56 181 1
56 183 7
56 186 7
56 194 8
56 197 8
57 7 2
57 13 5
