100 100
17 92 7
17 98 1
18 3 6
18 7 4
18 11 5
18 27 9
18 41 1
18 46 9
18 49 9
18 66 7
18 81 9
18 82 4
19 1 2
19 3 4
19 7 5
19 9 6
19 11 9
19 15 4
19 45 4
19 46 6
19 55 4
19 60 7
19 72 6
19 83 1
20 11 3
20 15 1
20 21 3
20 53 4
20 68 6
20 87 4
20 99 2
21 0 7
21 4 8
21 9 6
21 18 8
21 24 8
21 30 1
21 33 1
21 47 7
21 52 1
21 56 7
21 60 9
21 61 3
21 67 7
21 73 3
21 83 6
21 88 5
21 98 6
22 3 2
22 12 4
22 14 3
22 18 1
22 24 6
22 56 3
22 71 7
22 76 3
22 81 6
22 94 9
22 99 3
23 3 6
23 9 4
23 16 5
23 28 5
23 35 5
23 39 6
23 45 8
23 88 5
24 5 4
24 14 6
24 16 7
24 46 1
24 55 2
24 56 5
24 58 4
24 63 7
24 72 3
24 90 2
24 93 9
24 97 7
24 98 8
25 0 6
25 5 5
25 8 3
25 32 1
25 33 6
25 48 7
25 54 2
25 58 3
25 81 5
25 82 7
25 92 3
25 99 2
26 1 4
26 2 2
26 5 8
26 13 5
26 38 3
26 40 3
26 61 7
26 63 7
26 67 4
26 77 9
26 84 3
26 89 7
26 95 9
26 98 7
27 12 4
27 14 7
27 16 5
27 26 5
27 41 5
27 64 5
27 69 6
27 71 7
27 82 8
27 87 2
27 88 7
27 93 9
27 94 9
27 95 4
27 98 7
28 4 3
28 10 9
28 23 3
28 43 8
28 45 8
28 50 4
28 54 2
28 55 7
28 79 7
28 85 9
29 8 1
29 9 6
29 13 8
29 15 8
29 16 6
29 17 9
29 32 3
29 35 8
29 36 3
29 41 3
29 50 1
29 53 5
29 61 1
29 62 6
29 63 6
29 80 2
29 84 4
29 90 1
30 29 2
30 32 9
30 42 9
30 52 9
30 53 8
30 58 1
30 63 9
30 69 7
30 81 7
31 2 3
31 28 1
31 41 2
31 42 9
31 48 1
31 61 5
31 85 9
32 0 4
32 3 3
32 32 5
32 49 7
32 50 2
32 69 3
32 85 1
32 94 6
32 95 7
33 1 1
33 36 4
33 42 8
33 47 7
33 54 3
33 81 6
33 87 3
33 89 7
33 95 5
34 5 8
34 9 5
34 13 4
34 15 9
34 20 1
34 32 5
34 43 1
34 49 1
34 53 7
34 55 9
34 67 3
34 72 4
34 79 5
34 82 9
34 89 8
34 94 8
34 95 7
34 96 9
35 8 7
35 10 1
35 15 9
35 22 7
35 29 5
35 36 2
35 43 6
35 47 8
35 52 2
35 74 3
35 82 4
35 85 3
35 92 4
36 19 6
36 29 7
36 45 2
36 48 7
36 54 1
36 88 7
36 89 4
36 96 7
37 0 2
37 1 1
37 6 6
37 13 7
37 23 8
37 45 7
37 63 2
37 71 9
37 81 8
37 84 3
38 3 5
38 5 3
38 18 7
38 27 3
38 33 8
38 37 7
38 58 6
38 62 9
38 84 1
38 87 5
38 94 8
39 19 5
39 34 3
39 37 4
39 42 1
39 51 9
39 53 5
39 82 9
39 86 5
40 7 8
40 13 2
40 28 3
40 33 1
40 42 3
40 54 8
40 67 2
40 88 4
41 8 5
41 15 3
41 20 7
41 27 1
41 49 1
41 59 6
41 62 7
41 67 5
41 68 1
41 76 9
41 93 4
42 4 3
42 16 5
42 23 7
42 26 2
42 28 3
42 30 6
42 31 3
42 37 1
42 42 9
42 55 7
42 66 1
42 67 1
42 79 8
42 89 3
43 44 8
43 55 7
43 66 9
43 75 8
43 76 6
44 0 2
44 4 5
44 6 9
44 12 5
44 33 2
44 41 9
44 45 5
44 51 4
44 54 4
44 89 7
45 1 4
45 8 3
45 13 3
45 27 3
45 29 3
45 30 2
45 31 5
45 33 4
45 43 6
45 44 1
45 47 9
45 56 4
45 62 3
46 13 5
46 14 7
46 42 4
46 47 1
46 48 9
46 61 5
46 73 6
47 7 5
47 11 4
47 14 2
47 27 4
47 34 5
47 38 6
47 47 3
47 53 7
47 59 6
47 66 9
47 81 1
48 21 4
48 31 9
48 35 6
48 37 6
48 40 3
48 48 2
48 66 2
48 73 9
48 83 3
48 90 3
49 3 3
49 5 8
49 39 8
49 60 6
49 78 5
49 86 3
49 90 9
49 91 9
49 97 7
50 9 3
50 14 9
50 17 1
50 30 1
50 53 1
50 55 9
50 71 8
50 83 6
50 85 4
50 86 6
51 6 5
51 13 3
51 20 1
51 30 8
51 42 1
51 59 2
51 81 7
52 3 9
52 20 1
52 32 1
52 74 2
52 75 9
52 77 8
52 95 8
53 14 6
53 17 1
53 48 6
53 52 3
53 66 1
53 72 3
53 74 5
53 76 1
54 11 3
54 28 1
54 41 7
54 43 2
54 48 1
54 55 9
54 58 3
54 72 4
54 73 4
54 98 5
55 11 4
55 15 6
55 19 8
55 22 8
55 40 2
55 49 1
55 55 9
55 60 6
55 80 8
55 82 5
55 93 9
55 96 6
56 8 8
56 16 4
56 18 6
56 60 3
56 66 4
56 70 4
56 78 8
56 92 7
57 26 4
57 28 5
57 39 6
57 51 4
57 57 1
57 65 4
58 27 7
58 51 4
58 54 6
58 57 7
58 60 2
58 61 8
58 66 6
58 78 8
58 80 7
58 96 4
59 9 4
59 13 3
59 26 3
59 32 2
59 41 5
59 42 7
59 62 9
59 67 2
59 70 7
59 73 1
59 80 9
59 89 8
59 91 6
59 96 8
60 2 8
60 12 2
60 13 5
60 15 4
60 25 5
60 28 7
60 30 2
60 36 4
60 57 1
60 70 4
60 82 3
60 92 6
60 99 7
61 20 2
61 24 5
61 25 5
61 31 8
61 41 6
61 53 9
61 58 2
61 66 8
61 70 7
61 73 8
61 86 9
61 94 7
61 98 9
62 6 6
62 7 9
62 10 8
62 14 3
62 23 5
62 31 6
62 56 2
62 57 4
62 59 5
62 71 8
62 84 7
62 98 5
63 3 2
63 7 9
63 17 8
63 20 5
63 28 5
63 30 7
63 36 2
63 54 2
63 80 2
63 86 4
63 92 3
63 94 8
64 4 3
64 9 2
64 15 6
64 21 8
64 28 8
64 32 8
64 55 9
64 58 7
64 59 4
64 66 3
64 71 1
64 83 7
64 87 5
64 92 5
64 95 3
65 6 2
65 15 5
65 22 4
65 27 7
65 68 9
65 69 6
65 70 7
65 72 4
65 94 4
66 0 9
66 5 9
66 13 1
66 21 3
66 34 4
66 39 9
66 50 2
66 55 8
66 66 8
66 69 5
66 70 1
66 73 4
66 75 4
66 79 3
66 82 4
66 93 3
66 97 6
67 7 5
67 8 2
67 9 5
67 13 4
67 18 1
67 20 1
67 34 2
67 41 5
67 46 7
67 51 6
67 57 7
67 88 5
68 11 7
68 21 1
68 24 3
68 26 7
68 72 3
68 87 6
68 90 7
68 93 7
68 96 6
69 1 2
69 8 9
69 9 9
69 28 7
69 29 2
69 33 7
69 44 7
69 50 7
69 57 6
69 68 7
69 89 2
69 90 7
69 99 6
70 10 2
70 12 4
70 22 3
70 26 2
70 34 2
70 58 9
70 66 4
70 70 7
70 79 1
70 89 5
71 35 8
71 53 7
71 62 7
71 68 6
71 73 7
71 78 3
72 1 4
72 6 5
72 18 4
72 21 1
72 27 4
72 48 4
72 54 8
72 97 6
72 98 5
73 4 4
73 22 6
73 32 6
73 36 5
73 60 2
73 63 6
73 84 8
73 93 4
74 2 8
74 36 7
74 40 4
74 44 6
74 62 5
74 95 5
75 3 1
75 4 7
75 7 9
75 10 4
75 14 9
75 18 7
75 21 2
75 32 2
75 33 5
75 55 8
75 66 4
75 67 6
75 80 1
75 87 5
75 88 7
75 89 3
76 0 2
76 9 6
76 12 6
76 29 3
76 35 2
76 37 7
76 48 3
76 50 1
76 53 8
76 75 2
76 86 2
76 88 9
76 90 9
77 3 3
77 10 3
77 32 1
77 39 4
77 43 7
77 47 9
77 54 8
77 56 5
77 77 4
77 85 5
77 93 1
78 3 3
78 10 9
78 15 4
78 22 5
78 40 3
78 76 3
78 85 2
78 94 5
79 17 1
79 34 1
79 38 7
79 48 1
79 51 3
79 90 8
79 99 9
80 1 2
80 13 6
80 15 7
80 45 3
80 57 6
80 78 6
80 84 1
81 3 1
81 11 2
81 47 5
81 48 4
81 54 5
81 57 8
81 69 2
81 74 9
81 77 5
81 89 4
82 22 9
82 25 4
82 41 8
82 52 3
82 70 6
82 75 7
82 96 6
83 14 9
83 27 9
83 34 1
83 36 6
83 60 2
83 81 6
83 96 6
84 18 1
84 21 8
84 26 9
84 29 1
84 36 4
84 40 7
84 46 7
84 50 3
84 53 6
84 88 1
84 93 7
85 10 2
85 23 4
85 33 9
85 36 2
85 37 6
85 43 7
85 56 8
85 62 8
85 74 3
85 86 2
85 87 1
85 89 7
85 94 8
86 0 5
86 7 3
86 43 7
86 55 7
86 92 8
87 2 8
87 3 3
87 4 2
87 5 1
87 6 7
87 8 1
87 15 6
87 22 8
87 28 3
87 29 7
87 32 9
87 40 8
87 49 1
87 50 6
87 54 1
87 73 6
88 0 6
88 3 3
88 6 8
88 19 7
88 24 8
88 29 1
88 61 5
88 93 5
89 0 1
89 6 8
89 9 7
89 19 9
89 25 1
89 26 4
89 29 5
89 39 6
89 40 9
89 65 9
89 66 7
89 77 7
89 99 7
90 28 2
90 35 5
90 37 3
90 46 7
90 65 3
90 77 4
90 86 5
91 0 9
91 3 3
91 13 1
91 14 5
91 25 8
91 31 5
91 32 2
91 52 4
91 54 8
91 97 4
92 4 1
92 9 6
92 10 9
92 15 8
92 20 2
92 27 9
92 32 2
92 35 3
92 40 9
92 54 7
92 79 8
92 80 1
92 81 1
92 83 5
92 95 9
93 0 9
93 4 6
93 19 6
93 20 3
93 25 9
93 27 3
93 35 9
93 62 9
93 75 6
94 5 8
94 6 3
94 21 2
94 42 4
94 49 3
94 77 4
94 90 9
94 91 3
94 93 4
94 95 4
95 11 6
95 39 2
95 51 1
95 54 2
95 66 8
95 73 5
95 75 6
95 79 1
95 83 3
95 93 1
96 8 3
96 9 2
96 28 9
96 40 2
96 48 6
96 70 2
96 94 8
97 0 6
97 1 8
97 5 7
97 7 1
97 9 9
97 18 7
97 27 7
97 29 6
97 62 9
97 71 1
97 84 7
97 87 7
98 19 5
98 25 7
98 34 9
98 78 5
99 16 2
99 33 4
99 40 8
99 46 3
99 64 5
99 66 9
99 72 7
99 85 2
99 98 7
