300 200
11 32 5
11 61 9
11 96 6
11 99 8
11 104 8
11 105 8
11 108 4
11 135 8
11 144 4
11 168 1
11 173 5
11 187 8
11 192 5
12 0 5
12 8 3
12 11 7
12 20 5
12 27 1
12 28 5
12 38 7
12 53 9
12 56 1
12 82 2
12 92 9
12 111 4
12 128 2
12 130 4
12 136 6
12 198 9
13 15 5
13 26 8
13 43 3
13 49 3
13 58 6
13 62 9
13 65 5
13 72 3
13 109 5
13 111 2
13 125 6
13 133 8
13 164 2
13 168 5
13 171 4
13 177 1
13 187 1
13 189 1
13 191 8
13 195 4
14 9 6
14 13 4
14 21 3
14 32 9
14 46 9
14 49 4
14 50 1
14 54 4
14 64 5
14 67 2
14 74 6
14 75 4
14 80 5
14 81 4
14 104 4
14 110 2
14 111 7
14 115 5
14 160 5
14 174 2
14 197 7
15 3 6
15 22 2
15 23 1
15 47 6
15 48 4
15 53 8
15 69 6
15 74 2
15 80 3
15 87 1
15 101 9
15 112 8
15 114 5
15 142 8
15 154 7
15 162 3
15 166 3
15 169 7
15 173 9
15 188 8
15 192 1
16 8 6
16 22 3
16 28 8
16 30 8
16 40 7
16 61 4
16 69 4
16 82 1
16 84 9
16 88 3
16 139 2
16 149 9
16 159 2
16 161 2
16 181 4
16 182 1
16 186 1
16 194 8
17 6 1
17 23 6
17 53 5
17 56 9
17 65 3
17 74 3
17 75 2
17 86 2
17 99 3
17 108 2
17 120 4
17 140 8
17 147 1
17 166 3
17 193 3
17 195 1
17 199 8
18 8 9
18 15 4
18 27 9
18 29 6
18 44 7
18 49 7
18 76 9
18 77 4
18 82 6
18 90 6
18 104 1
18 118 4
18 121 3
18 126 7
18 133 7
18 149 6
18 153 1
18 159 7
18 160 3
18 166 9
18 177 5
19 7 4
19 8 1
19 9 8
19 15 8
19 17 2
19 22 6
19 33 3
19 34 4
19 36 7
19 38 5
19 46 2
19 54 3
19 56 9
19 65 9
19 67 3
19 69 9
19 87 2
19 88 1
19 90 6
19 97 9
19 99 2
19 119 6
19 123 7
19 150 2
19 166 7
19 168 5
19 189 8
20 0 6
20 14 6
20 21 6
20 28 7
20 47 3
20 54 4
20 59 4
20 66 6
20 69 8
20 71 8
20 78 5
20 88 2
20 103 8
20 115 8
20 120 7
20 143 5
20 146 5
20 152 2
20 155 8
20 174 2
21 3 2
21 9 3
21 11 1
21 12 2
21 21 6
21 27 1
21 51 4
21 59 3
21 61 9
21 88 6
21 94 8
21 95 5
21 96 5
21 103 9
21 112 2
21 117 1
21 120 4
21 132 1
21 136 8
21 157 3
21 161 4
21 178 7
21 182 5
21 196 4
22 1 7
22 34 1
22 42 9
22 43 9
22 44 8
22 47 2
22 67 8
22 79 2
22 87 3
22 116 8
22 136 7
22 144 6
22 152 9
22 167 3
22 187 3
22 193 7
23 6 4
23 9 7
23 13 3
23 22 3
23 26 8
23 28 7
23 36 8
23 46 3
23 53 7
23 55 3
23 56 8
23 63 9
23 76 6
23 88 7
23 113 8
23 123 3
23 124 9
23 131 4
23 142 5
23 147 6
23 167 2
23 170 1
23 174 5
23 181 6
23 183 2
23 190 2
23 194 7
23 195 1
23 199 5
24 3 6
24 8 3
24 15 1
24 17 2
24 29 9
24 38 1
24 41 4
24 57 8
24 58 8
24 59 5
24 70 4
24 82 3
24 86 8
24 87 7
24 92 5
24 99 3
24 101 3
24 110 5
24 112 7
24 118 5
24 123 9
24 133 1
24 138 9
24 141 7
24 150 9
24 153 4
24 172 2
24 186 3
24 191 8
24 196 2
24 199 3
25 8 5
25 12 6
25 20 8
25 50 9
25 63 2
25 70 6
25 91 4
25 105 8
25 107 1
25 112 7
25 113 4
25 117 2
25 125 4
25 132 8
25 137 4
25 139 9
25 143 1
25 151 3
25 152 2
25 154 5
25 157 9
25 159 1
25 163 5
25 175 3
25 186 4
25 191 6
25 197 5
26 4 8
26 9 4
26 15 9
26 52 2
26 60 2
26 78 9
26 79 6
26 81 6
26 83 4
26 84 9
26 93 2
26 104 9
26 106 8
26 125 9
26 136 8
26 170 5
26 171 6
26 175 4
26 184 4
26 192 5
27 0 8
27 13 4
27 24 9
27 32 4
27 36 3
27 44 9
27 50 7
27 66 8
27 71 7
27 79 4
27 97 4
27 100 6
27 107 9
27 111 1
27 126 3
27 137 9
27 145 1
27 146 9
27 156 3
27 173 5
27 180 5
27 190 8
28 24 3
28 34 5
28 36 1
28 43 5
28 59 1
28 61 1
28 68 1
28 74 3
28 80 1
28 89 8
28 95 6
28 97 4
28 100 8
28 123 7
28 124 8
28 132 6
28 134 7
28 138 5
28 158 3
28 165 3
28 167 7
28 178 8
28 183 4
28 192 7
29 0 8
29 2 3
29 3 8
29 29 4
29 35 8
29 68 7
29 73 6
29 109 5
29 113 5
29 115 6
29 116 8
29 119 6
29 129 5
29 130 8
29 132 8
29 152 2
29 158 4
29 160 7
29 176 6
29 190 4
29 198 3
30 9 2
30 13 5
30 20 9
30 30 3
30 33 5
30 35 4
30 41 5
30 61 1
30 73 8
30 86 3
30 90 6
30 110 3
30 112 8
30 114 5
30 131 3
30 140 3
30 183 2
30 192 7
30 193 6
30 194 4
31 8 6
31 10 5
31 17 9
31 20 8
31 25 5
31 36 9
31 48 8
31 62 6
31 63 7
31 75 7
31 76 9
31 77 4
31 79 9
31 83 7
31 84 3
31 112 8
31 117 5
31 119 8
31 140 5
31 143 7
31 148 5
31 174 3
31 198 4
32 1 4
32 2 5
32 4 7
32 9 7
32 23 5
32 52 2
32 62 6
32 66 6
32 78 6
32 88 9
32 103 2
32 104 5
32 114 7
32 132 7
32 138 1
32 144 2
32 148 7
32 162 1
32 165 7
32 167 6
32 171 4
32 192 6
32 196 2
33 0 5
33 3 6
33 13 9
33 18 8
33 23 1
33 24 7
33 44 1
33 46 1
33 57 9
33 63 6
33 68 5
33 74 1
33 84 3
33 91 7
33 95 2
33 104 5
33 106 4
33 135 9
33 144 6
33 147 4
33 151 3
33 160 5
33 166 9
33 197 4
33 198 6
34 19 3
34 38 6
34 40 4
34 64 6
34 77 9
34 86 9
34 87 4
34 89 6
34 93 7
34 97 5
34 103 2
34 113 2
34 160 9
34 193 5
34 198 4
35 3 6
35 23 2
35 33 6
35 39 7
35 54 6
35 82 8
35 86 9
35 88 8
35 91 9
35 99 9
35 103 7
35 106 6
35 121 1
35 134 3
35 147 3
35 153 9
35 174 1
35 184 8
35 197 6
36 3 7
36 6 9
36 21 6
36 51 4
36 67 4
36 75 4
36 83 1
36 85 1
36 101 1
36 107 9
36 120 1
36 139 6
36 148 9
36 155 2
36 159 7
36 166 8
36 179 5
37 2 9
37 8 7
37 19 6
37 20 9
37 34 7
37 39 2
37 40 5
37 56 7
37 64 2
37 65 4
37 87 8
37 94 1
37 112 8
37 123 8
37 129 7
37 133 9
37 155 2
37 158 8
37 162 2
37 167 8
37 192 1
37 199 8
38 8 9
38 16 3
38 26 6
38 38 8
38 47 6
38 50 2
38 51 1
38 59 1
38 65 9
38 103 8
38 110 4
38 122 3
38 132 2
38 144 4
38 168 8
38 187 3
38 194 2
39 1 6
39 2 1
39 17 2
39 24 1
39 29 8
39 36 5
39 41 5
39 47 6
39 55 6
39 57 6
39 63 4
39 64 7
39 71 1
39 72 4
39 96 6
39 99 1
39 104 1
39 123 8
39 137 7
39 154 7
39 163 7
39 172 5
39 188 3
39 192 4
39 195 8
40 19 3
40 21 4
40 24 5
40 43 7
40 49 7
40 54 2
40 70 3
40 77 5
40 85 7
40 88 5
40 97 2
40 99 2
40 113 2
40 116 5
40 133 5
40 153 4
40 160 5
40 165 9
40 184 6
41 10 8
41 18 4
41 23 4
41 31 2
41 32 5
41 70 1
41 72 6
41 121 5
41 144 6
41 146 9
41 159 6
41 163 7
41 165 3
41 169 2
41 170 8
41 181 1
41 182 7
41 194 5
42 4 8
42 12 8
42 24 6
42 58 3
42 60 7
42 69 6
42 70 8
42 71 4
42 73 4
42 80 7
42 89 1
42 98 1
42 101 3
42 120 4
42 122 2
42 137 3
42 138 4
42 159 1
42 178 6
42 182 5
42 183 9
43 4 5
43 18 5
43 35 4
43 51 2
43 68 8
43 78 6
43 87 5
43 98 4
43 100 7
43 129 8
43 132 4
43 141 2
43 149 5
43 152 1
43 165 9
43 179 8
43 198 4
44 1 4
44 9 8
44 13 9
44 26 8
44 45 5
44 48 6
44 50 5
44 53 5
44 54 7
44 55 3
44 58 6
44 64 4
44 72 6
44 75 8
44 84 4
44 101 2
44 103 2
44 156 9
44 158 7
44 168 7
44 171 1
44 173 8
44 178 7
44 181 3
44 186 5
44 197 7
45 1 7
45 3 3
45 5 2
45 12 6
45 27 1
45 28 1
45 36 3
45 54 1
45 55 3
45 72 6
45 76 2
45 77 1
45 79 7
45 86 7
45 104 4
45 105 7
45 118 7
45 119 2
45 120 3
45 184 6
45 189 4
46 2 6
46 8 1
46 21 7
46 43 3
46 45 3
46 52 7
46 53 7
46 56 3
46 57 9
46 61 8
46 75 1
46 79 9
46 85 2
46 104 8
46 105 4
46 113 2
46 115 7
46 116 2
46 117 6
46 118 4
46 119 1
46 120 8
46 124 7
46 126 6
46 130 9
46 138 1
46 142 4
46 149 7
46 154 7
46 197 7
46 198 8
47 28 4
47 29 4
47 41 7
47 46 3
47 49 1
47 62 7
47 67 5
47 69 2
47 74 3
47 77 2
47 80 9
47 88 4
47 89 3
47 102 2
47 107 8
47 110 6
47 119 4
47 126 4
47 143 6
47 147 1
47 149 2
47 152 7
47 153 6
47 154 7
47 158 9
47 176 1
47 184 8
47 189 6
47 198 4
48 13 3
48 22 7
48 46 7
48 90 8
48 93 6
48 96 8
48 108 4
48 138 6
48 144 2
48 148 5
48 150 2
48 159 6
48 180 8
48 183 4
48 186 4
48 195 5
49 40 7
49 58 8
49 60 7
49 61 6
49 64 8
49 93 2
49 100 5
49 103 5
49 131 7
49 139 6
49 160 6
49 161 6
49 162 9
49 187 4
49 193 8
50 7 4
50 10 4
50 11 7
50 18 3
50 24 4
50 35 4
50 44 2
50 52 2
50 71 7
50 76 8
50 83 3
50 85 2
50 87 3
50 92 9
50 120 5
50 142 8
50 143 7
50 154 2
50 159 1
50 160 6
50 167 1
50 169 7
50 188 9
50 193 3
50 195 6
51 0 3
51 1 6
51 3 7
51 22 8
51 44 4
51 46 5
51 47 5
51 57 2
51 73 9
51 80 5
51 81 3
51 94 6
51 108 1
51 113 2
51 119 3
51 123 9
51 135 5
51 136 6
51 138 2
51 163 4
51 167 3
51 179 1
51 184 4
51 186 4
51 190 3
51 191 2
52 9 6
52 24 4
52 26 1
52 38 1
52 45 5
52 66 6
52 77 5
52 81 7
52 86 5
52 88 9
52 97 5
52 99 8
52 105 5
52 116 9
52 119 7
52 122 1
52 125 8
52 149 5
52 154 8
52 173 5
52 174 5
52 179 9
52 186 2
52 193 9
52 194 4
53 0 5
53 12 2
53 13 3
53 31 7
53 36 2
53 37 2
53 43 7
53 50 8
53 62 6
53 74 2
53 80 7
53 82 9
53 85 4
53 89 5
53 125 3
53 133 7
53 146 7
53 150 6
53 152 2
53 180 9
53 199 9
54 9 7
54 10 2
54 11 6
54 15 2
54 30 3
54 35 8
54 36 9
54 39 1
54 78 8
54 79 4
54 90 5
54 91 3
54 92 1
54 105 4
54 120 4
54 121 4
54 139 4
54 154 8
54 158 5
54 160 7
54 168 4
54 169 9
54 180 2
54 181 7
54 195 5
55 4 4
55 6 3
55 13 1
55 19 3
55 24 6
55 27 1
55 30 4
55 44 9
55 57 7
55 65 4
55 80 5
55 84 6
55 85 1
55 86 4
55 97 4
55 98 9
55 100 4
55 108 5
55 121 8
55 148 3
55 151 9
55 168 7
55 174 2
55 195 5
55 196 7
56 3 5
56 13 2
56 18 3
56 22 4
56 31 8
56 33 4
56 57 5
56 74 4
56 99 1
56 108 4
56 112 8
56 118 8
56 158 1
56 161 3
56 164 2
56 181 1
56 183 7
56 194 8
57 7 2
57 13 5
57 14 3
57 19 1
57 20 5
57 21 3
57 25 3
57 28 9
57 47 2
57 54 3
57 72 7
57 73 7
57 115 2
57 132 4
57 136 3
57 137 6
57 145 5
57 153 5
57 154 7
57 159 1
57 163 8
57 165 1
57 168 2
57 171 7
57 193 9
58 10 2
58 13 8
58 23 2
58 32 9
58 35 7
58 37 9
58 45 6
58 48 9
58 53 1
58 59 4
58 66 8
58 69 8
58 77 7
58 114 6
58 132 5
58 142 2
58 172 3
58 187 7
58 196 5
58 197 5
59 5 3
59 13 7
59 35 9
59 40 4
59 41 3
59 50 6
59 52 9
59 56 5
59 58 7
59 60 3
59 61 8
59 62 7
59 66 6
59 71 2
59 74 4
59 82 6
59 98 5
59 107 7
59 113 5
59 124 5
59 131 6
59 137 1
59 145 4
59 163 5
59 175 2
59 196 6
60 2 9
60 10 5
60 15 9
60 28 9
60 48 5
60 51 1
60 56 9
60 59 5
60 61 4
60 71 4
60 80 6
60 82 7
60 85 3
60 88 6
60 91 8
60 124 2
60 125 4
60 132 6
60 140 5
60 158 5
60 167 4
60 168 1
61 15 8
61 25 9
61 31 7
61 48 8
61 50 6
61 54 5
61 75 8
61 102 1
61 110 9
61 125 2
61 136 6
61 142 1
61 166 8
61 167 7
61 169 4
61 190 5
62 7 1
62 17 5
62 25 9
62 33 5
62 38 7
62 49 3
62 54 3
62 57 6
62 66 7
62 71 1
62 97 1
62 105 1
62 107 3
62 119 4
62 134 1
62 141 3
62 144 6
62 155 9
62 193 6
62 197 4
62 199 8
63 0 7
63 7 5
63 36 1
63 43 1
63 46 3
63 51 6
63 53 5
63 65 3
63 68 5
63 71 2
63 87 9
63 101 7
63 127 8
63 142 6
63 159 7
63 166 1
63 169 1
63 187 8
63 193 3
64 18 6
64 27 5
64 62 4
64 88 5
64 101 2
64 108 5
64 112 5
64 138 8
64 147 4
64 151 8
64 163 4
64 164 6
64 176 5
64 186 3
64 197 1
65 10 2
65 14 1
65 21 3
65 22 8
65 47 6
65 48 1
65 49 2
65 54 2
65 65 1
65 80 8
65 82 3
65 85 3
65 94 7
65 102 8
65 119 5
65 148 1
65 153 6
65 160 8
65 185 7
65 196 4
66 2 6
66 4 5
66 20 5
66 24 6
66 30 3
66 31 4
66 39 3
66 40 4
66 51 4
66 55 3
66 65 7
66 72 1
66 84 9
66 85 5
66 86 4
66 126 7
66 140 4
66 146 1
66 161 5
66 165 3
66 168 2
67 1 9
67 6 7
67 25 1
67 32 2
67 49 8
67 58 2
67 65 6
67 114 3
67 118 5
67 129 9
67 136 5
67 139 4
67 145 6
67 156 7
67 165 3
67 168 5
67 170 8
67 179 4
67 185 9
67 187 3
67 188 9
68 12 7
68 25 6
68 44 3
68 58 1
68 60 1
68 68 4
68 78 1
68 85 8
68 98 6
68 102 8
68 136 5
68 147 5
68 150 2
68 152 2
68 163 3
68 165 5
68 166 2
68 173 2
68 191 9
68 193 1
68 196 6
69 7 1
69 23 3
69 39 5
69 42 8
69 45 6
69 66 6
69 71 7
69 85 2
69 89 5
69 91 2
69 105 6
69 118 4
69 127 4
69 131 6
69 143 5
69 146 8
69 149 2
69 166 2
69 168 7
69 171 3
69 175 6
69 186 3
69 194 9
70 9 6
70 16 8
70 19 5
70 23 1
70 25 3
70 30 9
70 72 4
70 81 6
70 89 5
70 97 2
70 113 6
70 117 7
70 119 1
70 143 9
70 145 8
70 153 6
70 167 6
70 169 3
70 195 8
70 198 6
71 0 5
71 14 7
71 19 2
71 23 3
71 28 1
71 53 6
71 57 8
71 71 1
71 91 3
71 116 2
71 132 6
71 139 1
71 140 7
71 142 3
71 183 5
71 190 8
71 197 9
72 1 4
72 14 4
72 24 1
72 41 5
72 43 7
72 44 8
72 47 3
72 50 9
72 60 6
72 78 7
72 127 3
72 132 4
72 133 6
72 161 2
72 166 4
72 167 2
72 174 2
72 177 5
72 182 9
72 193 9
73 0 3
73 16 2
73 21 2
73 23 7
73 59 2
73 63 7
73 67 7
73 71 1
73 77 9
73 84 1
73 96 4
73 98 9
73 108 8
73 115 9
73 117 9
73 159 1
73 161 2
73 184 1
73 190 5
74 23 7
74 46 5
74 79 7
74 83 1
74 93 6
74 103 1
74 111 2
74 120 8
74 137 3
74 139 2
74 145 2
74 168 1
74 172 8
74 179 6
74 189 5
75 10 6
75 19 2
75 21 4
75 45 6
75 49 3
75 55 3
75 76 2
75 80 3
75 85 2
75 86 7
75 98 3
75 99 2
75 100 9
75 106 2
75 121 5
75 135 6
75 158 6
75 164 1
75 172 8
75 184 5
75 195 3
75 196 2
76 3 1
76 15 3
76 19 2
76 30 9
76 35 8
76 41 7
76 57 9
76 78 6
76 86 2
76 88 4
76 90 4
76 108 3
76 118 2
76 125 5
76 149 5
76 154 9
76 158 1
76 176 2
76 192 8
76 193 1
77 0 7
77 5 3
77 20 3
77 21 6
77 29 4
77 40 2
77 45 6
77 65 7
77 72 3
77 78 1
77 86 7
77 96 8
77 102 7
77 105 6
77 112 7
77 117 5
77 118 9
77 119 2
77 120 4
77 125 2
77 143 3
77 145 1
77 155 5
77 167 7
77 174 8
77 187 8
77 192 4
78 3 3
78 7 1
78 10 4
78 13 2
78 20 8
78 24 7
78 28 9
78 41 1
78 45 2
78 55 7
78 84 7
78 88 4
78 101 4
78 107 5
78 126 8
78 142 8
78 164 7
78 169 2
78 188 3
79 7 8
79 30 8
79 33 1
79 62 3
79 66 7
79 73 4
79 87 5
79 88 7
79 89 2
79 92 7
79 93 3
79 94 6
79 99 3
79 108 7
79 116 3
79 123 5
79 125 3
79 136 4
79 138 7
79 143 7
79 145 2
79 151 8
79 172 9
79 180 7
79 183 9
80 14 3
80 15 9
80 22 4
80 28 5
80 33 1
80 34 3
80 36 1
80 47 4
80 64 9
80 67 2
80 100 4
80 102 8
80 117 9
80 121 7
80 127 6
80 128 5
80 140 6
80 143 5
80 172 6
80 175 5
80 184 8
80 190 5
80 198 1
81 20 5
81 30 8
81 40 8
81 53 4
81 60 5
81 84 1
81 92 2
81 101 2
81 124 9
81 150 4
81 158 5
81 159 8
81 160 6
81 170 8
82 1 3
82 22 7
82 41 5
82 53 9
82 55 8
82 72 2
82 76 3
82 86 5
82 90 9
82 111 6
82 116 2
82 141 7
82 142 1
82 151 4
82 166 3
82 181 1
82 195 6
82 196 4
83 3 6
83 6 1
83 8 8
83 11 5
83 21 3
83 23 3
83 31 7
83 36 9
83 56 8
83 58 1
83 64 5
83 68 2
83 96 2
83 109 7
83 114 4
83 121 8
83 122 1
83 126 3
83 132 7
83 135 7
83 138 5
83 142 1
83 145 8
83 147 7
83 150 9
83 186 8
83 193 8
83 194 7
84 16 8
84 19 3
84 46 7
84 47 4
84 59 5
84 74 1
84 85 6
84 93 8
84 95 3
84 98 6
84 103 2
84 107 5
84 135 3
84 137 8
84 148 6
84 185 5
84 186 9
85 7 6
85 21 3
85 24 2
85 32 4
85 33 1
85 35 7
85 49 9
85 63 4
85 68 6
85 98 1
85 116 9
85 123 8
85 134 9
85 135 9
85 147 5
85 150 6
85 154 3
85 157 8
85 164 6
85 173 6
85 181 3
85 185 3
85 186 5
85 189 7
86 8 1
86 10 5
86 21 6
86 38 6
86 43 9
86 44 8
86 61 6
86 64 8
86 72 3
86 75 6
86 99 6
86 109 6
86 115 7
86 124 7
86 147 7
86 148 5
86 160 9
86 164 1
86 165 3
86 180 8
86 183 7
86 186 1
86 187 8
86 197 4
87 1 4
87 11 1
87 13 5
87 21 9
87 40 3
87 71 1
87 79 1
87 83 2
87 90 3
87 105 9
87 113 8
87 115 8
87 116 1
87 124 4
87 133 2
87 143 4
87 151 1
87 155 9
87 160 3
87 168 4
87 172 1
87 174 2
87 176 9
87 190 9
88 1 4
88 2 7
88 13 7
88 34 9
88 65 7
88 69 8
88 71 8
88 76 8
88 85 9
88 87 7
88 91 5
88 111 7
88 114 6
88 133 1
88 146 3
88 154 1
88 162 2
88 163 3
88 175 3
88 196 8
88 199 9
89 4 9
89 7 2
89 12 1
89 16 7
89 22 5
89 68 6
89 74 7
89 76 7
89 79 2
89 112 6
89 115 1
89 120 9
89 138 7
89 145 5
89 176 1
89 192 2
89 196 4
90 2 9
90 14 2
90 24 1
90 33 3
90 53 4
90 68 6
90 70 2
90 77 6
90 84 9
90 92 8
90 97 8
90 111 9
90 143 8
90 144 4
90 145 3
90 156 2
90 159 3
90 166 9
90 176 1
91 5 4
91 8 8
91 39 7
91 44 3
91 46 9
91 53 1
91 73 1
91 85 1
91 98 8
91 104 6
91 114 6
91 124 4
91 149 4
91 155 9
91 156 3
91 162 9
91 176 2
91 181 1
91 189 6
92 2 1
92 29 2
92 32 5
92 35 2
92 48 4
92 55 9
92 68 6
92 70 9
92 79 3
92 95 3
92 99 5
92 101 9
92 109 4
92 126 4
92 137 8
92 152 6
92 156 1
92 179 7
93 10 4
93 30 4
93 35 3
93 43 7
93 48 2
93 55 1
93 66 8
93 69 1
93 73 8
93 82 4
93 104 6
93 110 9
93 138 4
93 148 4
93 169 4
93 185 8
93 188 2
93 189 4
94 7 7
94 9 1
94 19 4
94 28 6
94 44 5
94 46 6
94 49 3
94 57 9
94 59 4
94 83 2
94 90 7
94 100 5
94 111 8
94 126 3
94 135 6
94 155 9
94 156 2
94 184 1
94 191 4
95 18 5
95 42 7
95 47 6
95 58 5
95 59 8
95 62 2
95 78 8
95 91 9
95 98 3
95 126 9
95 149 7
95 151 2
95 152 4
95 153 8
95 154 4
95 176 5
95 178 9
96 1 6
96 13 5
96 28 7
96 39 6
96 43 9
96 53 9
96 55 3
96 56 1
96 79 7
96 111 5
96 122 6
96 135 2
96 137 9
96 145 8
96 152 1
96 166 5
96 170 5
96 185 9
96 190 9
96 192 2
97 0 2
97 6 8
97 7 7
97 15 7
97 19 4
97 21 7
97 37 4
97 52 6
97 65 4
97 70 5
97 81 1
97 84 5
97 90 9
97 95 8
97 96 3
97 99 3
97 103 1
97 110 4
97 114 3
97 131 2
97 135 2
97 142 8
97 152 9
97 158 5
97 163 7
98 24 8
98 49 9
98 77 3
98 82 7
98 85 5
98 98 8
98 119 7
98 137 2
98 142 6
98 148 5
98 153 7
98 155 3
98 157 1
98 173 8
98 177 2
98 187 9
98 189 9
98 194 6
98 199 8
99 11 8
99 13 2
99 16 8
99 19 1
99 20 5
99 22 7
99 40 5
99 54 9
99 59 4
99 72 5
99 75 2
99 82 6
99 98 5
99 105 6
99 111 6
99 123 6
99 134 7
99 139 8
99 140 2
99 158 1
99 183 4
99 190 2
100 21 5
100 37 7
100 67 8
100 81 3
100 107 1
100 109 8
100 127 8
100 129 6
100 143 4
100 163 3
100 171 6
100 188 9
101 0 1
101 7 1
101 12 5
101 16 4
101 17 3
101 21 9
101 27 6
101 30 4
101 37 3
101 64 2
101 67 2
101 71 6
101 74 4
101 80 8
101 81 7
101 86 3
101 108 1
101 114 9
101 120 9
101 131 2
101 137 2
101 156 7
101 163 6
101 185 9
101 194 2
102 26 7
102 34 8
102 35 3
102 36 6
102 47 9
102 49 8
102 54 5
102 62 4
102 65 6
102 68 8
102 80 5
102 83 5
102 86 3
102 90 4
102 102 5
102 104 2
102 117 5
102 125 2
102 158 8
102 197 8
103 11 3
103 12 2
103 13 2
103 14 1
103 22 4
103 24 4
103 31 2
103 86 8
103 94 3
103 107 5
103 117 6
103 149 5
103 152 3
103 161 6
103 169 5
103 170 1
103 175 5
103 179 4
103 193 6
103 198 6
104 10 8
104 14 8
104 17 2
104 18 6
104 42 4
104 44 9
104 54 4
104 56 2
104 57 9
104 61 9
104 81 5
104 86 6
104 89 8
104 95 5
104 105 9
104 110 3
104 136 7
104 153 3
104 155 2
104 166 8
104 171 8
104 182 4
105 18 5
105 23 1
105 24 3
105 26 9
105 30 3
105 39 7
105 44 6
105 46 9
105 49 6
105 72 3
105 77 8
105 98 9
105 99 3
105 108 8
105 125 3
105 142 2
105 149 4
105 163 2
105 165 3
105 173 6
105 179 4
105 187 1
105 188 9
105 196 1
106 8 1
106 22 5
106 43 6
106 49 7
106 58 8
106 68 8
106 70 2
106 74 6
106 85 2
106 92 1
106 94 7
106 95 5
106 108 1
106 116 6
106 121 6
106 156 6
106 163 2
106 168 5
106 182 6
106 185 7
106 199 6
107 7 6
107 24 3
107 40 5
107 56 6
107 58 5
107 60 8
107 75 9
107 90 2
107 106 1
107 126 3
107 128 8
107 137 7
107 140 2
107 146 3
107 148 1
107 153 1
107 159 7
107 163 7
107 180 6
107 198 9
108 12 7
108 28 5
108 59 2
108 86 2
108 92 8
108 98 5
108 106 5
108 108 9
108 122 1
108 136 8
108 144 2
108 155 5
108 164 2
108 165 7
108 175 3
108 198 1
109 18 9
109 25 5
109 56 6
109 57 9
109 62 5
109 63 1
109 66 3
109 72 9
109 77 1
109 96 7
109 102 9
109 104 8
109 107 2
109 124 3
109 132 6
109 134 2
109 136 6
109 139 2
109 146 9
109 165 9
109 168 6
109 172 2
109 175 2
109 196 7
110 23 5
110 24 1
110 29 5
110 30 4
110 49 4
110 59 7
110 60 8
110 62 4
110 72 2
110 117 2
110 127 6
110 129 3
110 134 6
110 135 3
110 157 8
110 174 8
110 180 8
110 185 2
111 1 8
111 8 9
111 19 5
111 29 5
111 43 3
111 62 4
111 63 8
111 68 6
111 80 2
111 92 4
111 100 7
111 116 4
111 124 9
111 126 5
111 129 5
111 145 6
111 146 3
